,rules
1827,no sectarianism if somebody makes a fool of themself take issue with them and their position do not do the ben shapiro jesse waters shtick where you fish for insignificant cranks to discredit broad movements friendly ribbing is ok
1828,apply content warnings to any graphic nudity drug use gore including of animals suicide sexual violence hate crimes slurs etc allow people to optin to these discussions instead of forcing them to optout
1829,we do not reject violence on principle our adversaries will not be pacified by rhetoric be mindful about the legal implications of what you say though explicit threats against living people and organizations will be removed
1830,be aware of the visibility and context of your posts mastodon is a federated network and different instances have different rules if users from this instance regularly violate the rules of other instances we will be defederated
1831,reactionaries are not welcome liberals will be made fun of until we grow bored
1832,dont get arrested dont get me arrested
1833,behave while youre free to express your opinions this freedom does not extend to being mean disrespectful or derogatory to anyone if you dont like someone block them and move on with your life
1834,everything is public dont post things you would be ashamed of if they became public even in private messages
1835,no spam you may promote material that you created yourself within reason do not tag third parties if youre unsure if your post or dm might be spammy it probably is
1836,only legal content everything must be legal under swedish and eu law in edge cases or if you are unsure dont click publish in the first place
1837,no impersonation unless clearly stated and clearly evident that you are running a parodysatirecomedy account you may not assume the name of another individual or entity
1838,no disinformation you must make a reasonable goodfaith effort to verify claims of a controversial nature
1839,you must be at least 18 years of age to use this server
1840,be friendly civil and kind to everybody
1841,no racism homophobia transphobia hate speech sexism kinkshaming or bodyshaming this is your only warning
1842,use content warnings cw and mark media as sensitive for posts and images that are not safe for workweb or basically adultoriented pornography nudity erotic etc content
1843,post original content with permission of all people included in your posts or images content you do not own should have the appropriate citation
1844,no underage child pornography beastiality nonconsensual rape or otherwise illegal content postings images or depictions allowed
1845,do not post any content or links that support promote or indicate hate groups criminal malicious or terrorist activity violence or incitement of the aforementioned
1846,no advertisements or solicitation for commercial products or services
1847,nudity adultoriented imagery pornographic erotic etc is not allowed in your profile bannerheader or avatar image
1848,provide a complete answer for why do you want to join with your application this should be at least one full sentence related to bdsm or kink
1849,서로 싸우지 말고 사이좋게 지내도록 해요
1850,this server abides by the mastodon covenant
1851,organizations are welcome to engage with the community in a noncommercial nonadvertising manner
1852,artists musicians writers and artisans are welcome to engage with the community regarding their craft
1853,do not engage in harassment hateful content or posts of a derogatory nature
1854,do not make advertising posts for the sake of purely promoting a commercial product or service
1855,content originating from this site may not be used for machine training or other data mining activities without the individual authors consent
1856,inget innehåll som bryter mot svensk lag
1857,ingen delning av avsiktligt falsk eller vilseledande information
1858,inget innehåll som bryter mot den statliga värdegrunden
1859,please do not request personal accounts only accounts dedicated to apps
1860,please setup a verified link to your apps website in each account on indieappsspace
1861,do not use your account for information unrelated to your app
1862,use your app account only for news announcements tips and user support through unlisted or direct messages for your app
1863,only apply for account for apps developed by independent individuals or small teams
1864,auf unseren plattformen ist kein platz für rassismus sexismus oder aufrufen zu gewalt verleugnung gut abgesicherter wissenschatlicher erkenntnisse oder heilsversprechen durch simplifizierte lösungen
1865,die registrierung wird mit einem fairlogin singlesignon konto angeboten damit können auch weitere open source anwendungen auf fairappsnet genutzt werden
1866,dein fairlogin benutzername wird dein mastodon account mit fairmovenet wer sich bei fairlogin neu registriert kann einen benutzernamen festlegen falls du ein fairlogin konto schon vor september 2023 angelegt hast wird als dein benutzername der vordere teil deiner email adresse verwendet
1867,einen server zu betreiben kostet zeit und geld wer diese mastodon instanz regelmässig nutzt darf gerne ein fairapps basic oder pro paket auf httpsshopfairkomnet bestellen oder mal was spenden httpswwwfairkomeucontribute
1868,wenn ein beitrag gefällt dann teilen boosten wir diesen dies macht ihn auch für follower sichtbar der stern sendet quasi nur einen dank an dendie autorin
1869,no toxic and hateful speech we have a zerotolerance policy on toxic and hateful speech this includes attacks against anyones gender identity or expression sexual orientation race ethnicity nationality religion age disability personal appearance or socioeconomic status
1870,no incitement of violence and no promotion of misleadingviolent ideologies you may not make specific threats of violence or physical harm death or disease to an individual or group of people this includes but is not limited to promoting misleading information that may lead to physical harm
1871,no harassment dogpiling or unwanted advances you may not continue to engage with a user who has explicitly requested that you stop this includes consistent baiting badfaith gaslighting unwanted sexual advances etc
1872,no doxxing of other users unauthorised requests for or distribution of any personal information or data is not allowed please treat personally identifying information with respect and privacy
1873,no content illegal in the united states or copyrighted content that you dont own rights to illegal or copyrighted content is not allowed to be stored posted or discussed on oklasocial
1874,sexually explicit or violent media must be marked appropriately posts and images with sexually explicit or violence must be flagged as sensitive and contain a content warning noting either nsfw or violence when posting
1875,no spamming excessive posting boosting advertising or massmarketing posts will be actioned accordingly and based on intent
1876,be yourself
1877,no advertising
1878,be respectful and polite to one another
1879,hate speech racism sexism homophobia transphobia ableism fatmisia xenophobia andor violent nationalism or the advocation of all of the above will not be tolerated and any account engaging in such acts will be suspended immediately
1880,no sexually explicit or violent content and media of any type are allowed on server
1881,no posting or promotion of content illegal andor any link to that in the eu is allowed
1882,no incitement or promotion of violence will be tolerated
1883,no harassment dogpiling or doxxing of other users
1884,no spam behavior is allowed on server
1885,no explicit nsfw material
1886,no graphic material without the use of the sensitive media marker and cw content warning turned on
1887,no advertisements brands companies influencers corporations individual selfpromotion is allowed
1888,no targeted harassment of anyone on this server or in the fediverse including but not limited to dogpiling doxxing threats of violence
1889,no incitement or promotion of violence
1890,no sexism racism casteism homophobia or transphobia islamophobia or antisemitism
1891,no impersonation unless nonmalicious and clearly marked as parody
1892,no intentional misuse of any server rule or reporting mechanism
1893,no misinformation especially public health climate religious ethnic rumoursforwards can be posted as long as it is obviously stated they are so however depending on the severity of the issue moderators reserve the right to delete any uncited unverified post even if labelled as rumour
1894,first and most important rules dont be excessively annoying dont get annoyed too easily
1895,we want this to be a harassmentfree environment regardless of gender gender identity age sexual orientation disability or whatever other personal situation sexual language and imagery is not appropriate
1896,this is a jvm related technologies mastodon server as such it should be useful for developers using that platform and ideally it should be used to talk about our beloved programming language java kotlin scala groovy you name it
1897,of course we can also socialize and talk about other topics and its ok but if you plan to use mastodon only for other topics there are a lot of better servers for you out there
1898,this service is maintained by volunteers if you find it useful please consider any financial funding you can colaborate and see where the money goes at httpsopencollectivecomjvmsocial
1899,respektvoll
1900,sinnvoll
1901,hilfsbereit
1902,nur legaler inhalt
1903,nur wahrheitsgetreue informationen
1904,
1905,
1906,
1907,
1908,
1909,
1910,
1911,
1912,
1913,
1914,
1915,материали с явен сексуален характер или изобразяващи насилие трябва да бъдат обозначени като чувствителни при публикуване
1916,без расизъм сексизъм хомофобия трансфобия и ксенофобия
1917,без подбуждане към насилие или проповядване на насилствени идеологии
1918,никакъв тормоз подигравки или доксинг на други потребители
1919,никакво съдържание забранено по законите на република българия
1920,не споделяйте умишлено невярна или подвеждаща информация
1921,no spam or excessive selfpromoting in posts
1922,no bots that are not labeled as such in their profile
1923,keep conversations civil and respectful even in disagreement
1924,no racism sexism homophobia transphobia xenophobia antisemitism or casteism
1925,no sexually explicit or violent posts or media allowed
1926,no incitement of violence or promotion of violent ideologies
1927,no illegal content
1928,请大家互相尊重善待他人不要发表仇恨言论或对其他用户进行骚扰
1929,请不要开展过度破坏性的行为
1930,请不要刷屏发布大量垃圾信息 本服务器资源有限我们希望大家都可以正常使用此服务
1931,请不要开展不道德的行为
1932,如果您选择在此分享血腥暴力等内容露骨的图片或文字必须加上明显的内容警告
1933,请尊重他人的隐私
1934,请向服务器管理员报告任何违反规则的行为
1935,geht freundlich und positiv miteinander um
1936,wir mögen bdsminhalte kennzeichnet nsfwinhalte
1937,illegale inhalte haben hier nichts zu suchen
1938,alle menschen sind toll rassismus hatespeech rechte parolen und co führen zur sofortigen verbannung
1939,beitritt ab 18 jahre
1940,wir haben stil und spaß am miteinander
1941,wenn du nicht möchtest dass etwas geteilt geboostert wie retweet oder öffentlich angezeigt werden kann dann poste es nicht
1942,wenn ihr auf eigene shops und produkte verlinkt tut dies bitte nicht ständig und markiert die beiträge mit ad oder werbung so können nutzer diese hashtags filtern wenn sie das nicht sehen möchten
1943,no nsfw content consider this an extension of your professional network if you wouldnt share it with your boss you probably wont want to share it here
1944,no racism sexism homophobia transphobia including deadnaming or misgendering xenophobia ableism or casteism will be tolerated
1945,no incitement of violence or promotion of violent ideologies
1946,no harassment dogpiling or doxxing of other users
1947,no illegal content
1948,no antiscience rhetoric
1949,su lancianoit abbiamo convissuto per 25 anni con poche regole confidiamo nel buon senso nelleducazione e nel rispetto dei nostri utenti i contenuti ritenuti inappropriati saranno eliminati e gli utenti ritenuti disturbatori verranno allontanati ad insindacabile giudizio dei moderatori
1950,be thoughtful if you wouldnt say it during fellowship after the rise of meeting think about whether to say it here
1951,be antiracist antimisogynistic and antihomotransphobic do some positive work toward making this space welcoming to traditionally marginalized folks and when youre called in listen
1952,be authentic if its safe for you to do so please sign up with your real name
1953,be interesting and interested help make quakerssocial a lively place post about your ministry or calling your spiritiual life and so on plus on mastodon theres no algorithm just boosting and favouriting so do plenty of both
1954,be safe if you say anything here that seems to the moderators to put anyone in any kind of danger you get one warning then your account will be disabled
1955,dont violate anyones copyright please see the quakerssocial dmca policy httpsmetaquakerssocialdmcapolicy for more information about what to do if you believe your rights have been infringed or if you have received a request to take down copyrighted material
1956,no hate speech discrimination or oppressive languageactions respect pronouns and avoid harassment stalking bullying doxing or callouts
1957,zoosexuality is accepted and supported on this instance but no illegal content is allowed
1958,critiques should be positive empowering and respectful
1959,avoid suicidebaiting at all times
1960,except for prohibited content listed below nsfw artwork is allowed but must be placed under a content warning
1961,prohibited content 1 sexually explicit reallife photos or videos
1962,prohibited content 2 suggestive or explicit content of any kind involving minors or young characters
1963,prohibited content 3 selfidentification as a sadist or map including dogwhistle terms like paraphile
1964,prohibited content 4 discussion about minor attraction
1965,prohibited content 5 promotion of authoritarian ideologies
1966,be cool
1967,by signing up on jazztodoncom you verify that you are over 18 years old if you are under 18 please email a scan of signed parental permission and your full contact information for verification to allen michie at allenmichiegmailcom
1968,sei freundlich kannst du einmal nicht freundlich höflich und respektvoll sein warte ab bis du es wieder kannst
1969,verwende bildbeschreibungen viele nutzerinnen sind darauf angewiesen
1970,wir akzeptieren weder queer homo und transfeindlichkeit rassismus behindertenfeindlichkeit sexismus noch andere diskriminierung gewalt oder hass wir tolerieren keine intoleranz wir mögen keine nazis terfs afdmitglieder reichsbürger und querdenker
1971,wir blocken instanzen die hatespeech dauerhaft nicht moderieren
1972,halte dich ans gesetz maßgeblich sind die gesetze in deutschland insbesondere copyrightverstöße werden nicht geduldet
1973,serversprachen sind ausschließlich deutsch und englisch
1974,die serverregeln sind nicht allumfassend bitte versuche nicht regelungslücken zu finden und auszunutzen
1975,das letzte wort hat das moderationsteam
1976,no discrimination on the basis of origin color gender religion age or ability
1977,no swearing blasphemy and not safeforwork content in general
1978,please set nonlocalization posts to unlisted use content warnings for politics war and other divisive offtopic posts
1979,no advertising or promotional messages talk like a person not like a brand
1980,recruiters are not welcome but feel free to share the occasional job offer you have a direct connection with
1981,this instance is reserved to localization professionals please provide some proof in your application mobygame credits a wellconnected linkedin account professional website etc
1982,mark sensitive content with a content warning
1983,gratuitous obscenity that serves no practical benefit to a discussion is not permitted
1984,illegal content such as child pornography unsurprisingly is not permitted
1985,spam is not permitted this includes creating spam accounts that only serve to provide profile links or advertise products and services
1986,hate speech and abusive or threatening behavior is not permitted specifically that which directed at any gender nationality religion race age pizza topping preference or sexual identity one can hate on systemd all day long here
1987,dont be a duck
1988,no racism sexism homophobia transphobia xenophobia or casteism
1989,no incitement of violence or promotion of violent ideologies
1990,no harassment dogpiling or doxxing of other users
1991,no content illegal in germany
1992,no sexually explicit or violent content
1993,do not share intentionally false or misleading information
1994,no spam
1995,no accounts which exclusive purpose is advertising
1996,be fair honest
1997,be kind
1998,be helpful
1999,do not intentionally cause harm
2000,lets make this a reasonable place to enjoy radio hobbies and businesses
2001,no discrimination our community promotes a safe and healthy environment for everyone regardless of age body size disability ethnicity gender identity and expression nationality personal appearance race religion or sexual identity and orientation
2002,do not share explicit materials videos pictures articles etc or discuss sexual acts excessive violence or gore
2003,be kind and respectful treat others as you would like to be treated
2004,no doxxing please do not share another persons information or sensitive materials without their consent
2005,no trolling trolling is someone who intentionally instigates conflict hostility or arguments online dont be a troll
2006,no spamming please do not repeatedly post the same message or spam others ie tagging someone repeatedly
2007,do not post or engage in any illegal behavior
2008,no spoilers if you want to discuss anything of that sort please use the spoiler content warning tag
2009,dont be a dick
2010,no bulk posting to the public timeline ie flooding
2011,sensitive content including pornography sexually explicit content gore and extreme violence including artistic depictions must include a content warning
2012,discrimination or advocation of racism sexism casteism homophobia transphobia nazism xenophobia or nationalism will not be tolerated
2013,no sexual depictions of children including artistic depictions
2014,hoosiersocial is inclusive to everyone of all ages nations races genders faiths and creeds racism sexism homophobia and transphobia including misgendering deadnaming or promotion of socalled conversion therapy are forbidden posts that violate this rule will be removed
2015,please keep our space safe for all and family friendly no spamming no personal attacks your opinions are welcome but we encourage thoughtful conversation over provocation
2016,hoosiersocial admins have unilateral authority and judgment over users that violate rules users can be immediately suspended without appeal admins will defederate any servers whose users act as a group to harass or attack this server or our users
2017,users should not assume privacy on this server or anywhere on mastodon its not designed to be private assume that anything you post here including direct messages are publicly visible
2018,these rules can be changed or updated at any time by hoosiersocial admins
2019,by joining hoosiersocial you agree to these rules
2020,respect everyone we actively moderate against racism sexism homophobia transphobia any kind of discrimination
2021,any content that is illegal in uk ireland and eu is prohibited
2022,do not gather information about our users by means of web scrapers or other software alike
2023,dont spam occasional promotions are allowed but do not post constantly about them
2024,adult content server you are allowed to post sexually explicit content on here as long as it will be accompanied by a content warning
2025,no minors are allowed on this server any participant is required to have a profile on grommr chasabl biggercity or another mastodon instance to be elligible to join
2026,no saving pictures all pictures on this site remain the sole owner of the people who take and publish them anyone discovered saving any pictures without the owners permission will be permanently banned
2027,by signing up to gainercloud you confirm that you are over 18 if you are not over 18 then please use another instance of mastodon
2028,no nudity in profile pictures topless is fine if you want but no genitals
2029,private nutzung ist gestattet beiträge mit der sichtbarkeit öffentlich sollten jedoch überwiegend einen akademischen bezug haben
2030,negativ behaftete emotionale oder kontroverse themen zb sexualität gewalt politik krankheitverletzungtod sind bitte mit einer inhaltswarnung zu versehen
2031,diskriminierende beleidigende verletzende rufschädigende vulgäre menschenfeindliche verfassungsfeindliche gewaltverherrlichende pornografische rassistische sexistische jugendgefährdende oder für den sachliche diskurs schädlichen toxische inhalte werden nicht toleriert
2032,wahrt die grundsätze guter wissenschaftlicher praxis insbesondere die verbreitung von falschinformationen verschwörungstheorien oder unbelegten oder unwahren tatsachenbehauptungen ist zu unterlassen
2033,bots oder automatisiert befüllte profile bitte vorher mit uns absprechen
2034,
2035,adhere to our community code of conduct httpslinuxsocialabout
2036,use welcoming inclusive and friendly language
2037,be respectful of differing viewpoints and experiences
2038,gracefully accept constructive criticism and give it where needed only respectfully
2039,show empathy towards other community members and focus on what is best for the community
2040,no sexualized language imagery or sexual attentionadvances
2041,no trolling insultingderogatory comments or personalpoliticalreligious attacks
2042,no public or private harassment
2043,do not publish others private information such as a physical or electronic addresses without explicit permission
2044,do not engage in conduct which could reasonably be considered inappropriate in a professional setting
2045,no posting of commercial or business content unless sharing your linuxrelated activities or experiences
2046,no posting or boosting the same content repeatedly or frequently
2047,no botting or crossposting from other services if those posts include jargon or links to those services
2048,avoid political and religious topics there are instances better suited to these topics
2049,a reasonable ratio of posts must contain linuxrelated content
2050,refer to our privacy policy httpslinuxsocialprivacypolicy regarding minimum age requirements for using this server
2051,ingen rasism sexism homofobi transfobi eller högerextremism
2052,ingen uppmaning till våld varken mot enskild person eller folkgrupp
2053,inga trakasserier eller mobbning
2054,dela inte medvetet vilseledande information
2055,dela inte innehåll som uppenbart är olagligt enligt svensk lag
2056,ingen spam och reklam som vi inte tycker är produktiv
2057,inget pornografiskt material
2058,botkonton som regel godkänns inte hör av dig till moderatorer om du ändå vill skapa
2059,saker som vi inte vill se på den offentliga tidslinjen men som är ok för bara följare inlägg från botkonton
2060,be civil dont flame harass doxx or dogpile when disagreeing with others dont resort to name calling or bad faith arguments
2061,be decent dont post obscene or offensive content such as porn gore or sexualization of minors anything potentially shocking should be put behind adequate content warnings
2062,be woke dont post bigoted content and dont glorify or advocate for violence
2063,be lawabiding dont post any content illegal under us laws such as copyrighted material
2064,be a good neighbor dont cause trouble with reddit or other fediverse instances
2065,be honest dont post deliberate misinformation unless its really funny like convincing someone to eat the stickers on fruit
2066,dont spam treat the fediverse as a place for conversation not a captive audience
2067,other feel free to report content that doesnt violate the letter of the rules and please understand that mods may take action even when content doesnt break the letter of the rules
2068,this is a bots only server the bots are hard workers they work 24 hours a day 7 days a weeks for years and years they do not take kindly to foul or profane language pornography human trafficking and exploitation of themselves or others they are here to help and inform you respect them
2069,no discrimination including but not limited to racism sexism homophobia or transphobia
2070,no explicit nsfw content without content warnings andor sensitive media markers explicit content must not be used in user avatars or header images
2071,no harassment of other users on this or other servers
2072,no content illegal in switzerland and the eu
2073,no incitement of violence or promotion of violent ideologies
2074,no disinformation regarding public health issues or politicalmilitary campaigns
2075,no spam this includes commercial advertising promotional campaigns and seo
2076,user must be at least 16 years old and have a residence in switzerland
2077,you must fill out your bio with a few details about yourself and add a profile photo
2078,inactive accounts will be deleted accounts are considered inactive if there is no activity in the last month or has no profile photo and no activity in the first week of creation
2079,pas dapologie de crimes contre lhumanité
2080,pas de négation ou minimisation de crimes contre lhumanité
2081,pas dapologie du terrorisme
2082,pas dincitation à la haine raciale
2083,pas de diffusion dimages violentes ou pédophiles
2084,pas dincitation à la violence
2085,pas dincitation à la violence sexuelle et ou sexiste
2086,pas datteintes à la dignité humaine
2087,pas de harcèlement
2088,pas dinjures raciales
2089,pas dinjures sexistes
2090,pas de diffamation
2091,pas datteintes au droit à limage et à la vie privée
2092,do unto others as you think they would want to be done to them
2093,mark sensitive content with a content warning
2094,gratuitous obscenity that serves no practical benefit to a discussion is not permitted
2095,illegal content such as child pornography unsurprisingly is not permitted
2096,spam is not permitted this includes creating spam accounts that only serve to provide profile links or advertise products and services
2097,hate speech and abusive or threatening behavior is not permitted specifically that which is directed at any gender nationality religion race age or sexual identity
2098,lack of a specific rule against a certain behavior does not indicate acceptance of that behavior
2099,violating one or more of these rules may result in an immediate permanent ban without notice or warning
2100,you may not impersonate a person or brand without a clear indication the account is unofficial andor a parody parody accounts are permitted as are legitimate brand accounts
2101,no attacks against or from the instance you may not do anything which may impact the confidentiality integrity or availability of cartersvillesocial the user of the services or their data
2102,be kind be thoughtful be respectful to and of others if you cannot do that you will be invited to mastodon somewhere else
2103,no hate speech no conspiracy no abuse
2104,this instance is subject to the jurisdiction of state of nevada united states local laws and regulations apply
2105,this is a public forum please respect everyones privacy including yours
2106,use cw for all ai generated texts
2107,
2108,
2109,
2110,
2111,racism sexism homophobia transphobia and other forms of discrimination are not acceptable on this server and we have a zerotolerance policy against it
2112,nudity and pornographic content is not permitted including fan art and video game content posts that include this content will be removed
2113,repeated targeted harassment against an individual or group is unacceptable behaviour and may lead to a temporary or permanent suspension
2114,spam advertising and bot accounts are not permitted and will be removed
2115,content that is illegal in the united kingdom germany or the united states is strictly prohibited
2116,include why you want to join in your application so that we can tell youre a human and approve you make sure to check your spam folder for any approval email
2117,请务必阅读以下规则不长但很有用 以下为本实例规则当您注册时则代表您赞成或接受规则条例 请认真阅读这有助于塑造良好的讨论环境
2118,禁止 以任何的形式发布 对任何群体的侮辱性仇恨性言论及违反社会公德与伦理的内容 禁止 以非私密形式发布 未经核实的易煽动情绪易挑拨群体对立的内容
2119,禁止 骚扰任何用户 禁止 对任何用户发送带有不受欢迎的性暗示令人感到不安的内容
2120,涉及现实政治宗教民族地域等的内容应在发布时带有敏感内容标签即cwcontent warning 且可见性应当仅限于非公开关注者可见或更私密
2121,不宜在工作场合浏览的内容含有性暗示的内容等应在发布时带有敏感内容标签警告即cwcontent warning还都应该使用恰当的cw标签描述如 该内容可能不适宜在公共场合浏览 并且请将公开程度至少改为不列出或仅限关注者否则可能会直接遭到警告设置为敏感内容隐藏或删除
2122,如果您的账号产出大量定义接近半数或更多的时间的不适宜在公众场合浏览的内容或产出直接的成年限制级内容请您将账号更改为锁嘟需要手动批准申请否则可能会遭到警告直接设置为锁嘟或暂时冻结
2123,一些您可能会用到的设置 个人资料外观下可以设置锁嘟 首选项其他下可以设置默认把媒体文件标为隐藏 发送嘟文时cw字样或警铃图样为内容警告地球图样为可见性即公开 非公开等 技巧 话题下有更多的使用技巧 更新 话题下有更新报告和投票
2124,サービス利用に際しては日本国内法を遵守して下さい
2125,公的秩序に反したもの犯罪や薬物あまりにも社会ルールを逸脱したもの等の発信は禁止とします
2126,特定の個人を攻撃するような発言差別的な発言やヘイトは禁止します
2127,投稿者において内容がセンシティブだと判断される場合文章の投稿にはcw画像の投稿にはメディアを閲覧注意にするを必ず設定してください
2128,モザイク処理していない猥褻な画像や動画の投稿はおやめ下さい画像や動画にモザイク処理をする場合は運営アカウントの固定ページにあるサンプルと同程度以上の強度としてくださいまた処理はモザイクは可ぼかしは不可とします
2129,政治的な活動宗教などの勧誘行為は禁止します話題として投稿をするのは良いです
2130,人人平等互相尊重
2131,发布内容时请注意下方可见范围当选择公开的时候你所发布的内容将同时推送到其他高校网络上将会被其他学校同学看到
2132,政治相关的敏感话题绝不允许发布到公共时间轴其他的高校网络被举报后会被删除发布者将受到封号处罚
2133,发送内容时请务必考虑他人感受不适合大众所接受内容请主动使用内容警告功能且正确打上与内容相关的标签站内尊重每位同学的想法和你的发言权
2134,为了不影响整体版面不允许发布任何二手内容
2135,善用屏蔽和举报功能
2136,以下内容被严格禁止被举报后会被删除发布者将受到禁言封号等处罚违反中华人民共和国相关法律法规的行为和内容严重影响其他用户使用体验的不友善内容包括但不限于对其他用户或自然人的开盒骚扰攻击诽谤等
2137,仅支持httpmailnjusteducn邮箱注册站内均为同学注册用户名可以使用喜欢的id不用学号进入后可以修改昵称无法注册或不方便注册的校友可以联系qq927462862 获取注册链接
2138,目前本校已连接清华大学站清华大学校友站上海交通大学站麻省大学站闽南科技学院站福州大学站东北大学站郑州轻工业大学站上海海事大学站西北工业大学站北京工业大学站电子科技大学站中南大学站山东大学站武汉大学站中国科学院大学广东海洋大学站西安交通大学站
2139,be kind and courteous treat others as you would like to be treated do not harass abuse insult or discriminate against anyone based on their identity background or opinions do not post or share any content that is hateful violent illegal or harmful to others
2140,be respectful of privacy do not reveal or request any personal or sensitive information from others without their consent do not post or share any content that violates the privacy or security of others do not impersonate or misrepresent yourself or others
2141,be responsible and accountable use content warnings and appropriate tags when posting or sharing any content that may be sensitive graphic or triggering to others
2142,do not spam flood or disrupt the server or the network
2143,do not post or share any content that infringes the intellectual property or rights of others
2144,do not use this server for any illegal purposes
2145,do not engage in any behaviour that is disruptive destructive or divisive do not troll flame or bait others do not spread misinformation rumours or propaganda
2146,esta instancia está destinada a contenidos en español e inglés
2147,está prohibido el contenido que se considere ilegal en españa
2148,está prohibido el contenido nsfw
2149,está prohibido el contenido que fomenta la desinformación y los bulos
2150,respeta a los demás
2151,se prohibe el uso de esta instancia con la mera finalidad de promoción de negocios spam
2152,prove that youve read these rules your application must include the password mentioned in the last rule below applications without it will be rejected unless sufficiently detailed
2153,no harassment of any kind this includes insults images abusive messages or dms doxxing posting personal informationdetails or dogpiling of others
2154,no racism sexism homophobia transphobia or anything similar
2155,do not intentionally share false fake or misleading information
2156,no spamming in any way
2157,sexually explicit or violent media must be marked as sensitive when posting content warnings are there for a reason
2158,accounts are not allowed to post about anything related to cryptocurrency any posts related to this subject will be reporteddeleted immediately
2159,the password to add to your application to verify you are a real human is technological
2160,ルール利用規約プライバシーポリシーはおたどんと同じものが適用されます
2161,ルール httpsotadoncomabout
2162,利用規約プライバシーポリシー httpsotakusocialcomtosphp
2163,abide by the code of conduct
2164,use content warnings where appropriate
2165,post alt text for any images you share
2166,no harassment of others based on gender gender identity and expression age sexual orientation disability physical appearance body size race ethnicity religion or technology choices
2167,ethical research on this instance and much of the fediverse should be sensitive to the privacy expectations of its members
2168,this server is for association of internet researchers only to join aoir go to httpsaoirorgmembership if you are a member please use the same email you used when you signed up for aoir to join this server
2169,no racism
2170,no sexismfemmephobia
2171,no trans queerphobia
2172,no ableism
2173,no fatphobia
2174,no classism
2175,no xenophobia
2176,no pornographic andor sexualized images depicting people who did not consent to their image being shared
2177,no threats of violence or incitement of violence towards any individual
2178,no stalking or doxxing
2179,no continued oneonone communication after requests to cease
2180,no purposeful misinformation
2181,no spam
2182,merci de respecter tout à chacune
2183,nezneužívejte server ani jeho api
2184,nesnažte se s boty komunikovat neodpoví vám
2185,užívejte informace uvážlivě
2186,sexually explicit or violent media must be marked as sensitive when posting
2187,no racism sexism homophobia transphobia xenophobia or casteism
2188,no incitement of violence or promotion of violent ideologies
2189,no harassment dogpiling or doxxing of other users
2190,no content illegal in united states canada or the eu
2191,no content that includes sexual depictions of minors this includes loli
2192,no posting other artists work without credit and analysisopinion
2193,no ai generated art
2194,no bullying trolling harassing or severely disrespecting fellow members is allowed gwes is an inclusive community forms of discrimination of any kind are not tolerated
2195,no nsfw or nsfl posts are allowed
2196,please do not discuss controversial or overtly political issues controversial issues does include eas community drama
2197,weather misinformation must be kept out of gwes especially during severe weather its important that during severe weather situations we keep up with the best information possible in order to avoid confusion or overreaction
2198,do not engage in illegal activities involving the server this includes ddos attacks doxxing other members and other such activities that are harmful to members breaking this rule will result in an immediate permanent ban
2199,do not use the emergency alert system eas or your countrys alerting system for illegal activations on public airwaves breaking this rule will result in an immediate permanent ban among other legal issues you will likely be facing from the fcc or your countrys communications bureau
2200,please keep mentioning spam caps minimodding etc in moderation
2201,no discrimination racism sexism etc free speech does have its limits
2202,please use content warnings for content that is sensitive or explicit
2203,no incitement of violence and promotion or sharing of violent material
2204,no spam both of commercial or noncommercial origins
2205,no impersonation of other people or organisations celebrity or not
2206,when posting artwork please attribute the artwork post a link to their gallery or at least name if its something you have done on a base please credit the base if its something you have done entirely please say so be proud
2207,please dont use a vpn to mask your identity when registering this screams ban avoidance ‍️
2208,please configure 2fa to protect your account
2209,please do not post ai art on this instance
2210,this is an art image sharing platform not a note text sharing platform please use the right platform for the right media
2211,any accounts which register dont set a profile or post will potentially be removed due to suspected spammer behaviour
2212,no illegal content that would be deemed illegal in the uk or europe germany or france specifically
2213,we advise keeping posts relevant to the furry fandom this instance is furry focussed
2214,禁止触碰政治话题禁止发布色情内容禁止对服务器成员进行恶意开盒等人身攻击
2215,提倡就事论事的讨论不提倡引战内容多一些人文关怀
2216,不允许将站内截图流传到公开的网络平台上
2217,sexually explicit or violent media must be marked as sensitive when posting
2218,no spam or advertising
2219,no racism sexism homophobia transphobia xenophobia or casteism
2220,no incitement of violence or promotion of violent ideologies
2221,no harassment dogpiling or doxxing of other users
2222,no illegal content
2223,no spreading of fake news or misinformation
2224,you must be at least 18 years old to use this site
2225,no bots
2226,english posts only please techtoots is an english based mastodon community and as such our expectation is that your posts are also in english
2227,no business accounts
2228,linscription sur linstance scollectif implique le respect de la charte dutilisation et de modération de linstance mastodonscollectiffr le contenu des publications doivent rester en adéquation avec les valeurs et le projet de lassociation
2229,les usagers de cette instance demeurent responsables de leurs identifiants de leurs comptes et de ce quils peuvent écrire ou dire
2230,les usagers de cette instance sont responsables de la protection des mineurs contre des contenus dégradants violents ou favorisant leur corruption
2231,les usagers de linstance doivent respecter les personnes pas datteinte à la vie privée ou au secret de la correspondance ni dinjures ou de diffamation
2232,toute forme dincitation à la haine à la violence ou la discrimination est proscrite
2233,les usagers de linstance doivent respecter le droit dauteur et le code de la propriété intellectuelle
2234,en cas de réception dun message contenant des éléments inappropriés à caractère raciste violent pornographique ou injurieux les usagers de linstance doivent informer le compte scollectifmastodonscollectiffr
2235,en cas de nonrespect des règles établies les modérateurs peuvent supprimer des messages limiter ou suspendre les droits daccès des poursuites peuvent être engagées si nécessaire
