Rules,Instance group
"'Report bad or suspicious activity âš ï¸  Use the block button when needed ðŸš« ',",1500 to 5000
" 'Use a Content Warning (CW) when posting sexual, graphic, and potentially triggering subject matters ðŸ«£', ",1500 to 5000
"'Think carefully before sharing personal information ðŸ” ', ",1500 to 5000
'Bleep-bloop-bleep. No robots ðŸ¤– '],1500 to 5000
" 'This includes content that is particularly provocative even if it may not show specific body parts, as well as dead bodies, bloody injuries, and other gore. Particularly obscene content may be prohibited entirely. Profile pictures and header images may not contain sexually explicit or violent media.', 'Transphobic behavior such as intentional misgendering and deadnaming is strictly prohibited. Promotion of ""conversion therapy"" is strictly prohibited. Criticism of governments and religions is permissible unless being used as a proxy for discrimination.', ",1500 to 5000
"'Calling for people or groups to be assassinated, murdered, or attacked physically is strictly prohibited. Support for violent groups or events is prohibited.', ",1500 to 5000
"'Repeat attempts to communicate with users who have blocked you or creation of accounts solely to harass or insult individuals is strictly prohibited. Coordinated activity to attack other users is prohibited. Posting of private personal information about others is prohibited.', ",1500 to 5000
"'False and misleading information and links from low-quality sources may not be posted, especially if they are likely to mislead or confuse others or endanger their safety.', ",1500 to 5000
"'Content created by others must clearly provide a reference to the author, creator, or source. For adult content, this should include performers. Accounts may not solely post AI-generated content.', ",1500 to 5000
"Free to spread, free to criticize, free to believe or not to believe. Let's communicate with each other in a friendly manner!]",1500 to 5000
"['Let us know who you are and why you are joining. ', ",1500 to 5000
"'Kind/grateful Android devs only.', ",1500 to 5000
"'Donations very appreciated at https://donate.androiddev.social if you have the means to support us.\r\n', ",1500 to 5000
"'No brands unless you reach out first.', 'No nudity, porn or nsfw content may be posted to androiddev.social. If you are looking to post this content please find another instance.', ",1500 to 5000
"'Abide by our terms of service, available at https://androiddev.social/privacy-policy. ']",1500 to 5000
"['No bigotry/racism/homophobia/transphobia or anything of the sort.', ",1500 to 5000
"'NSFW content must be given a content warning and posted with unlisted visibility (or lower).', ",1500 to 5000
"'No malicious acts towards other people or instances.', ",1500 to 5000
"'No incitement of violence or promotion of violent ideologies.', ",1500 to 5000
"'No harassment, dogpiling or doxxing of other users.', ",1500 to 5000
"'No uploading malware or any harmful materials.', ",1500 to 5000
"'Content generated through large language/media diffusion models (more commonly referred to as ""AI"") must be disclosed as such.', ",1500 to 5000
"'Temporary rule: when signing up, please do not use Outlook/Hotmail/Live email addresses, as we cannot guarantee mail delivery to them.']",1500 to 5000
"[""Don't be a dick"", ",1500 to 5000
"'Sexually explicit or violent media must be marked as sensitive when posting', ",1500 to 5000
"'No incitement of violence or promotion of violent ideologies', ",1500 to 5000
"'No harassment, dogpiling or doxxing of other users', ",1500 to 5000
"'No content illegal in Germany', ",1500 to 5000
"'Do not share false or misleading information that may lead to physical harm', ",1500 to 5000
"'No racism, sexism, homophobia, transphobia, xenophobia, or casteism']",1500 to 5000
"['Be welcoming. Be kind. Look out for each other.', ",1500 to 5000
"'Conduct or speech which might be considered sexist, racist, homophobic, transphobic, ableist or otherwise discriminatory or offensive in nature is not permitted.', ",1500 to 5000
"'No intimidation or harassment (online or in-person). Please read the Citizen Code of Conduct for how we interpret harassment.', ",1500 to 5000
"'No violence, threats of violence, or violent language.',",1500 to 5000
" 'Sustained disruption of online discussion is unacceptable.', ",1500 to 5000
"'Illegal content is not allowed. This server is located in (and subject to the laws of) the United States.', ",1500 to 5000
"'The administrators reserve the right to remove users or defederate with instances.', ",1500 to 5000
'You must be over the age of 13 to use this service.'],1500 to 5000
"['We do not accept racism (in all its forms, incl. hate against Muslims, antisemitism, apartheid and casteism - see our Terms of Service for our complete definition).', ",1500 to 5000
"'We do not accept hate against lesbians, gays, bisexuals, pansexuals,  transgenders, non-binary people, intersexual people, queer people in general, etc.', 'Sexism, misogyny and hate against black women (misogynoir).', ",1500 to 5000
"'We do not accept ableism (incl. COVID-19 denial/downplaying and anti-vax) and body-shaming.', ",1500 to 5000
"'We do not accept harassment and trolling.', 'We also do not accept other forms of hate speech.', ",1500 to 5000
"'We do not accept (sexual) abuse of minors, adults and animals (also not virtual).', ",1500 to 5000
"'We do not accept glorification of violence, calls for murder, death threats, terrorism and militarism.', ",1500 to 5000
"'We do not accept (neo)colonialism (incl. Zionism), imperialism in all forms and nationalism (above all nationalism of nation states,  incl. flags/symbols of those on Todon.*, see our Terms of Service).', ",1500 to 5000
"'We do not accept fascism, right-wing populism, and right-wing and religious extremism.', ",1500 to 5000
"'We do not accept evangelisation and other forms of religious propaganda [local only], and extreme sects and cults.', ",1500 to 5000
"'We do not accept Marxist-Leninists (Stalinists, Maoists, etc) or other followers of extreme authoritarian (so called) communist/socialist ideologies/regimes (aka tankies).', ",1500 to 5000
"We do not accept capitalists, including so called 'anarcho-capitalists' (aka ancaps) and neoliberals., ",1500 to 5000
"'We do not accept anthropogenic climate change denial, downplaying the climate crisis, greenwashing and deceptive climate solutions (like nuclear energy).', ""We do not accept (right-wing) conspiracy 'theories', hoaxes, fake news and other forms of disinformation."", ",1500 to 5000
'Another rule in our terms of service at wiki.todon.eu/todon/terms_en. Explain in the final step (reports only).'],1500 to 5000
"['Sexuell freizÃ¼gige oder gewalttÃ¤tige Medien mÃ¼ssen mit einer Inhaltswarnung versehen werden. Sexually explicit or violent media must be marked as sensitive when posting.', 'Kein Rassismus, Sexismus, Homophobie, Transfeindlichkeit, Fremdenfeindlichkeit oder Diskriminierung aufgrund der sozialen Herkunft. No racism, sexism, homophobia, transphobia, xenophobia, or casteism.', ",1500 to 5000
"'Keine Aufrufe zur Gewalt oder Verbreitung gewalttÃ¤tiger Ideen. No incitement of violence or promotion of violent ideologies.', ",1500 to 5000
"'Keine BelÃ¤stigung, Mobbing oder BloÃŸstellung anderer Nutzer. No harassment, dogpiling or doxxing of other users.', 'Keine in Deutschland rechtswidrigen Inhalte. No content illegal in Germany.', ",1500 to 5000
'Keine Verbreitung von absichtlich falschen oder irrefÃ¼hrenden Informationen. Do not share intentionally false or misleading information.'],1500 to 5000
"['Do not share illegal content in France (pedophilia, mainly).', ",1500 to 5000
"'Do not take part of a harassment.', ",1500 to 5000
"'Do not put someone in danger.', ",1500 to 5000
"'Do not have a racist, sexist, discriminating or oppressive talk.', ",1500 to 5000
"'Do not voluntarily degrade the prosperity or the good atmosphere of the instance.', ",1500 to 5000
'Unpleasant shitposting or flooding or abusive ads on public timelines is forbidden.'],1500 to 5000
"['Respeta la identidad propia, las experiencias y la personalidad de los demÃ¡s. Todos los tipos de personalidad son bienvenidos aquÃ­, siempre que respeten y no daÃ±en a los demÃ¡s. Al mismo tiempo, ten en cuenta que los demÃ¡s pueden cometer errores o utilizar una terminologÃ­a diferente a la tuya.', ",1500 to 5000
"'Racismo, machismo, capacitismo, homofobia, transfobia, queerfobia, xenofobia, antisemitismo, islamofobia y supremacismo blanco suponen bloqueo inmediato y, en caso de que los administradores consideren que esta conducta puede ser delictiva, una denuncia inmediata a las autoridades.', ",1500 to 5000
"'Se bloquearÃ¡ inmediatamente a toda persona o dominio que implÃ­cita o explÃ­citamente difunda retÃ³rica fascista, nazi, franquista, de extrema derecha y otras formas de nacionalismo violento o excluyente. En caso de detectar un posible delito de odio los administradores contactarÃ¡n con las autoridades.', 'Se bloquearÃ¡ a toda cuenta o dominio que comparta enlaces o material multimedia violento o que promueva la violencia. Los administradores se reservan el derecho a informar a las autoridades en caso de que encuentren indicios de actividad delictiva.', ",1500 to 5000
"'Queda prohibido el acoso a usuarios, usuarias y usuaries en todas sus formas, incluyendo el acoso sexual, sealioning, flaming, doxxing, bullying, joseo, subtooting, outing o suplantaciÃ³n de identidad entre otras formas de acoso.', ",1500 to 5000
"'Se bloquearÃ¡ a toda cuenta o dominio que promueva conductas lesivas para la salud como el consumo y distribuciÃ³n de drogas, los trastornos de alimentaciÃ³n, las autolesiones, el suicidio, la ludopatÃ­a y la apologÃ­a de conductas daÃ±inas para la salud fÃ­sica y mental de la persona en general.', ",1500 to 5000
"'Queda terminantemente prohibida la distribuciÃ³n de textos, enlaces o material multimedia donde se incluya o sugiera actividad sexual o desnudos de menores, reales o figurados. Los administradores de Paquita podrÃ¡n contactar con las autoridades en caso de que detecten posible actividad delictiva.', ",1500 to 5000
"'Paquita es una instancia libre de pornografÃ­a. No se permite a usuarios, usuarias o usuaries, trabajadores sexuales o no, que distribuyan repetidamente enlaces o material multimedia donde se muestre actividad sexual o fluidos corporales, aunque se haga catalogando el material como sensible y #NSFW.', 'Compartir material multimedia o enlaces sobre desnudez estÃ¡ permitido, siempre que sean desnudos propios de la persona que sube el material, sin involucrar a terceros, y que se catalogue como material sensible y se incluya advertencia o CW sobre este contenido, con las etiquetas #NSFW y #Nudity.', 'Se puede compartir ocasionalmente el propio trabajo o el de otras personas, pero no estÃ¡ permitido el marketing agresivo, el spam o publicitar productos y servicios si se recibe un pago o recompensa sustancial por ello.', ",1500 to 5000
"'Se considera recompensa sustancial cualquier regalo al usuario por un valor superior a 20â‚¬. El beneficio propio por compartir cualquier enlace promocional ha de ser debidamente advertido.', ",1500 to 5000
"'Se bloquearÃ¡ a usuarios y dominios que compartan repetidamente bulos (especialmente bulos polÃ­ticos, cientÃ­ficos o sanitarios) o teorÃ­as conspirativas tales como la TeorÃ­a del Reemplazo.', ",1500 to 5000
"'Queda terminantemente prohibido promocionar o distribuir contenidos relacionados con las criptomonedas, esquemas Ponzi o de economÃ­a piramidal, juegos de azar, apuestas de cualquier tipo, loot boxes o consejos de trading tanto en mercados regulados como no regulados.', ",1500 to 5000
"'Se prohÃ­be la difusiÃ³n de material multimedia o enlaces que muestren a personas en estado de embriaguez o bajo el efecto del abuso de drogas, tanto legales como ilegales.', ",1500 to 5000
"'PodrÃ¡ mostrarse material audiovisual de alcohol y tabaco siempre con content warning y en un contexto de moderaciÃ³n. Se prohÃ­ben los enlaces para comprar o promocionar alcohol o tabaco en cualquier circunstancia.', ",1500 to 5000
"'Queda prohibida la difusiÃ³n o promociÃ³n de textos, enlaces o material audiovisual acerca de las llamadas â€œbebidas energÃ©ticasâ€ con alto contenido en cafeÃ­na, cuyo marketing estÃ¡ dirigido especÃ­ficamente a menores, especialmente vulnerables.', ",1500 to 5000
"'EstÃ¡ terminantemente prohibida la difusiÃ³n de material audiovisual o enlaces que muestren drogas ilegales o de venta muy restringida, como la marihuana.', ",1500 to 5000
"'Se prohÃ­be aconsejar la toma de cualquier medicamento, requiera este o no prescripciÃ³n mÃ©dica. Si una persona solicita consejo mÃ©dico y alguien habilitado para ello quiere dÃ¡rselo, deberÃ¡ ser estrictamente en privado.', ",1500 to 5000
"'En Paquita se interpretarÃ¡ la insistencia en dar consejos sobre dieta, estilo de vida y salud a una persona que no los ha solicitado como una forma de acoso. Intentar avergonzar a una persona por su cuerpo o aspecto fÃ­sico supone expulsiÃ³n inmediata.', ",1500 to 5000
"'La legislaciÃ³n aplicable en la instancia Paquita es la del estado de EspaÃ±a. Asimismo, no se permitirÃ¡ ningÃºn contenido ilegal en Alemania. Paquita se adhiere activamente a los principios de la DeclaraciÃ³n Universal de los Derechos Humanos y la ConvenciÃ³n de Derechos del NiÃ±o.', ",1500 to 5000
"'En semejanza al concepto jurÃ­dico de ""buena fe"", Paquita espera que sus usuarios se atendrÃ¡n en todo momento al espÃ­ritu de la normativa aquÃ­ esbozada y no intentarÃ¡n aprovechar detalles formales de la redacciÃ³n de las normas en su beneficio.']",1500 to 5000
"['Keine Drohungen oder Beleidigungen // No threats or insults', ",1500 to 5000
"'Keine Urheberrechtsverletzungen // No copyright infringements', ",1500 to 5000
"'Kein Missbrauch fÃ¼r unternehmerische oder werbliche Zwecke // No misuse for business or advertising purposes', ",1500 to 5000
"'Keine Aufforderung zu Gewalt oder Hetze // No incitement to violence or agitation', ",1500 to 5000
"'Rassismus und radikales Gedankengut sind verboten // Racism and radical ideas are prohibited', ",1500 to 5000
'NSFW Inhalte mÃ¼ssen gekennzeichnet werden // NSFW content must be tagged'],1500 to 5000
"['Be pervy, be kind.\r\n\r\nWe are a kink-positive and sex-positive community. Though it says rubber in the name, we welcome all types of risk aware consensual kink.', ",1500 to 5000
"'No harassment or abuse.\r\n\r\nRacism, misogyny, transphobia, homophobia, or body shaming will not be tolerated.', ",1500 to 5000
"'Keep it legal\r\n\r\nNo child pornography. Users are assumed to be 18 years old or otherwise legal to view sexual content in their jurisdiction.', ",1500 to 5000
"'Use Content Warnings or Sensitive Content flags.\r\n\r\nSince we federate with other instances please mark any media with exposed genitals as Sensitive Content or with a Content Warning. No exposed genitals in your avatar or banner image please.', ",1500 to 5000
"Use the #promo hashtag on ads or commercial posts.\r\n\r\nWe're excited for kink vendors to participate in our community. That said we'd like to keep it more of a flea market than a mall. So that users can easily identify them: posts promoting goods and/or services must use the #promo hashtag., ",1500 to 5000
"'Accounts that flood with non-original or third-party content will be Silenced.', ",1500 to 5000
"'Sign-Up Approval: \r\n\r\nApproval required for sign-up for anti-spam purposes. Don\'t need much, just enough to show you\'re not a spammer. Just a simple ""I like rubber"" works even!']",1500 to 5000
"['BeitrÃ¤ge, die eine Person oder Gruppe diskriminieren, sind nicht erlaubt. Dies betrifft insbesondere ableistische, transfeindliche, rassistische, homophobe, misogyne, misandrische und antisemitische Inhalte sowie vergleichbares.', ",1500 to 5000
"'BeitrÃ¤ge, die die freiheitlich-demokratische Grundordnung in Frage stellen oder gar gefÃ¤hrden, sind nicht erlaubt. Dazu gehÃ¶rt auch die UnterstÃ¼tzung undemokratischer Parteien, NGOs und Gruppierungen, wie beispielsweise der AfD, Querdenken oder Russia Today.', ",1500 to 5000
"'BeitrÃ¤ge, die gegen deutsches Recht verstoÃŸen, sind nicht erlaubt. Dies betrifft insbesondere, aber nicht ausschlieÃŸlich, BelÃ¤stigung, Beleidigung, Verleumdung, Drohung und Doxing. ', ",1500 to 5000
"'FÃ¼r VerschwÃ¶rungsmythen auÃŸerhalb eines vernÃ¼nftigen Diskussionsrahmens bieten wir keine Plattform.', ",1500 to 5000
"'Wissenschaftliche Diskussionen sollen auf der Basis von Evidenz gefÃ¼hrt werden, sofern diese vorhanden ist.\r\nEntsprechende Falschaussagen und deren Verbreitung haben auf dieser Instanz keinen Platz.', ",1500 to 5000
"'Ein VerstoÃŸ kann durch Entfernen des Beitrags, Verwarnung, zeitweise Sperrung oder LÃ¶schung des Kontos sanktioniert werden.', ",1500 to 5000
"'Alle* haben das Recht, via Beitragsmeldung oder E-Mail an kontakt@medibubble.org zeitnah Hilfe zu erhalten.\r\nIm Streitfall gilt hier das gleiche wie bei Munchkin: ob gegen eine Regel verstoÃŸen wurde, entscheidet das Moderationsteam.', ",1500 to 5000
"'Vor der zeitweisen Sperrung oder LÃ¶schung eines Kontos soll die betroffene Person gehÃ¶rt werden. Widerspruch gegen Sanktionen wird im Vieraugenprinzip entschieden. Die GrÃ¼nde werden mitgeteilt. Transparente Moderationsrichtlinien sollen nach und nach erarbeitet werden. ', ",1500 to 5000
"'Instanzen, die gegen o.g. Regeln verstoÃŸen oder solche VerstÃ¶ÃŸe fÃ¶rdern, werden instanzweit gesperrt. \r\nTwitter-Relays werden instanzweit stummgeschaltet, sodass sie auffindbar sind, aber nicht aktiv angeboten werden. Einzelne dieser Botkonten werden nach Meldung des/der Betroffenen gesperrt.']",1500 to 5000
,1500 to 5000
"['No racism, sexism, homophobia, transphobia, able-ism, etc.', ",1500 to 5000
"'No serious dishonesty that is hurtful to others (e.g. falsely representing oneself as a member of a minority; services offering to write academic papers to help students cheat; vaccine denialism; predatory conferences or journals; overt pseudoscience such as flat-earther-ism etc.)', ",1500 to 5000
"'No spam', 'No impersonating other people', ",1500 to 5000
"'No harassment of any kind', ",1500 to 5000
"'No bots or ""institutional"" accounts operated by non-members (Scholar Social is for individuals)', ",1500 to 5000
"'No automated cross-posters from Twitter, RSS, etc. on Public privacy setting (includes other 3rd party ""timed posting"" platforms)', ",1500 to 5000
"'No providing unsolicited advice to strangers', ",1500 to 5000
