,rules
2809,diese mastodoninstanz wird als privates hobby ohne garantie für verfügbarkeit betrieben es besteht kein anspruch auf jederzeitigen funktionierenden zugang zum konto downtimes updates wartung migration etc werden wir soweit möglich vorher ankündigen
2810,es ist grundsätzlich jedermensch willkommen egal welcher politischen religiösen oder sexuellen ausrichtung und geschlechtlicher identität bei beleidigendem diskriminierendem oder schlicht nervtötendem verhalten werden die admins auch ohne ankündigung accounts sanktionieren oder deaktivieren
2811,wer meint transfrauen seien keine frauen wer denkt man könne als mann heute ja gar keine komplimente mehr machen oder wer glaubt es gäbe rassismus gegen weiße ist auf dieser instanz falsch diese instanz ist gedacht als safe space von diesem ideal lassen sich die admins leiten
2812,es wird erwartet dass alle nutzenden in der lage sind sich selbst zur wehr zu setzen und querelen unter einander zu klären die meinungsfreiheit erlaubt zwar auch hitzigen debatten die admins lassen sich aber nicht von false balance leiten werden grenzen überschritten gelten ziffern 2 und 3
2813,é proibida a apologia ao nazifascismo eou de experiências históricas de violação sistemática de direitos humanos
2814,é proibida a disseminação de discursos e materiais de ódio direcionados a minorias envolvendo misoginia classismo racismo antissemitismo colonialismo opressão contra pessoas lgbtqia capacitismo xenofobia intolerância religiosa gordofobia e maustratos a animais
2815,é proibida a apologia à pedofilia incluindo materiais de fetichização de menores de idade como lolicon shotacon etc
2816,é proibida a apologia a práticas autodestrutivas tais quais distúrbios alimentares pró ana prómia automutilação suicídio
2817,é proibido direcionar ameaças de violência incluindo doxxing assédio sexual e moral e stalking ou qualquer tipo de assédio a outras pessoas
2818,é proibida a postagem de pornografia comercial
2819,é proibido publicar conteúdo que configure charlartanismo eou negacionismo científico
2820,é proibida a apologia ao uso de criptomoedas e nft
2821,é proibida a disseminação de notícias falsas com motivações econômicas ou políticas fake news
2822,é proibida a impersonação de pessoas marcas e instituições salvo casos explícitos de paródia e sátira
2823,é proibida a postagem direta de qualquer conteúdo considerado ilegal no brasil ou na jurisdição da pessoa usuária
2824,os seguintes comportamentos são desencorajados e estão sujeitos à advertência cabendo banimento em caso de reincidências flood spam indicação de remédios excessos da moderação apologia à pseudociência mídias sem descrição
2825,quando o aviso de conteúdo cw é obrigatório spoilers nudez artística e nudes conteúdos sensíveis a pessoas com epilepsia menção ao uso de drogas
2826,aos moderadores é vedado acessar mensagens privadas des usuáries salvo em caso de denúncia ou determinação de autoridade judicial
2827,libraryland is a space for productive conversations about libraries archives museums or academia
2828,we want this to be a fun pleasant and harassmentfree experience for everyone regardless of gender gender identity and expression sexual orientation disability physical appearance body size race or religion
2829,no content illegal in the philippines
2830,explicit or violent media must be marked as sensitive when posting
2831,no racism sexism homophobia transphobia xenophobia or casteism
2832,no incitement of violence or promotion of violent ideologies
2833,no harassment dogpiling or doxxing of other users
2834,do not share intentionally false or misleading information
2835,this mastodon instance is operated by the global nog alliance for network operators
2836,only respectful behaviour is tolerated
2837,this server runs on hardware free time and nerves donated by volunteers dont abuse any of the three
2838,no incitement of violence or promotion of violent ideologies no disinformation
2839,no discrimination including but not limited to racism sexism homophobia or transphobia
2840,
2841,
2842,
2843,
2844,
2845,
2846,no incitement of violence or promotion of violent ideologies
2847,threatening abusive intolerant or illegal behavior will be removed we have a zero tolerance approach to racism sexism homophobia and transphobia
2848,the content warning cw flag should be used for anything that again you wouldnt feel comfortable showing to your grandmother this includes nsfw content gore and other similar items
2849,account registrations are monitored even though account signups are open your account may be suspended if a human considers it potentially fake or bot
2850,always be kind to each other dont say anything you wouldnt face to face
2851,this server is actively moderated you will probably not be advised of the outcome of a complaint that you made but rest assure it will be investigated
2852,moderation and administration decisions are final
2853,this server is in nsw and all your data will remain in australia we are firm believers in data sovereignty
2854,no bots without explicit permission from the server admin team
2855,obey australian law and international treaties
2856,the goal of these rules is to ensure that this remain a safe nonjudmental space where it is ok to unmask
2857,no commercial accounts without admin approval neurodiversityinau is provided without any payment required to ensure it is available for the most vulnerable in our community
2858,this server is advocating civilized free speech but it will enforce our netiquette if needed racism sexism homophobia transphobia crimes and scams are not tolerated
2859,2 sending spam results in immediate termination
2860,no racismwhite supremacy
2861,no sexism
2862,no ableism
2863,no queertransphobia
2864,no fascism or nationalism
2865,no violence or harassment
2866,no spam
2867,above all be kind and respectful
2868,no content that is illegal under any law of the uk
2869,no incitement of violence or promotion of discriminatory or violent ideologies
2870,sexually explicit or violent media must be marked as sensitive when posting
2871,no racism sexism homophobia transphobia xenophobia or discrimination in general
2872,no sexually explicit or violent media
2873,no harassment dogpiling or doxxing of other users
2874,do not share intentionally false or misleading information
2875,follow the code of conduct
2876,no spam or using an account solely for advertising
2877,your account bio or post history should in some way indicate interest in machine learning intelligent systems or ai
2878,this instance is intended for nashville citizens and related accounts greater nashville metropolitan area seems to be a good guide here
2879,no trolling or st posting we strongly encourage use of your name as your display name where applicable if you want to be anonymous get an account on another server remember the goal is inperson relationships and making local change
2880,dont post anything which would violate us law or tn state law
2881,dont be a jerk hate speech discrimination and harassment of any kind are not tolerated here
2882,no spam this includes using completely unrelated hashtags in your posts
2883,no discrimination of any kind including discrimination on race ethnicity nationality gender sex sexual orientation disability age religion or language
2884,no incitement of violence promotion of violent ideologies or violent behaviour of any manner
2885,no doxxing dogpiling or harassment in any form of other users
2886,no content considered illegal in the netherlands
2887,use your real name for your account
2888,adhere to the guidelines for social media usage as laid out by leiden university in particular be respectful to others and do not share private or confidential information
2889,uphold principles of scientific integrity in line with the netherlands scientific code of conduct for research integrity in particular be honest transparent and responsible in communication and be clear on limitations and uncertainties of research
2890,no illegal content eg child pornography solicitation of illegal services etc
2891,no posts or links to content supporting featuring or promoting hate groups terrorism mass violence or calls to violence
2892,no posts or comments supporting or promoting qanon related content or similarly disproven conspiracy theories moderators have sole discretion to decide if a post violates this rule birds are real the earth is round get over it
2893,no posts or links featuring sexualized depictions of minors whether photographic written drawn anthropomorphic or animated
2894,no pornography featuring depictions of rape or nonconsensual violence
2895,all other pornographic erotic or nsfw content whether photographic written drawn or animated must be marked with a content warning
2896,no racism
2897,no visual content depicting executions murder suicide dismemberment visible innards excessive gore or charred bodies all other violent imagery requires a content warning
2898,no visual content depicting animal abuse all other posts related to animal abuse require a content warning
2899,no posting of malicious links
2900,no spam see general guidance below
2901,no threats bullying or attacks on an individual or group
2902,no encouragement or promotion of selfharm
2903,no accounts that impersonate anyone else unless clearly marked as such for the purpose of parody
2904,no hate speech hate speech is defined as derogatory posts or links targeting any individual or group based on race mental or physical disability religion gender identity sex nationality age class or sexual orientation
2905,no shitposting while humorous posts are allowed and actually encouraged there is no place for shitposting here
2906,be respectful
2907,be helpful
2908,be apropriate
2909,be kind
2910,have fun
2911,be kind
2912,sexually explicit or violent media must be marked as sensitive when posting
2913,no racism sexism homophobia transphobia xenophobia or casteism
2914,no incitement of violence or promotion of violent ideologies
2915,no harassment dogpiling or doxxing of other users
2916,no content illegal in the united states
2917,do not share intentionally false or misleading information
2918,no place for fascists racists far rights anywhere in the world 世界のどこにもファシストレイシスト極右の居場所はない
2919,please be respectful of others their race age gender sexual orientation gender identity etc are all _not_ reasons to be a twit 他のユーザには敬意を民族出自年齢ジェンダー性的指向性自認などの差別や揶揄はtwitとして論外です
2920,anyone is welcome to report inappropriate behavior they will be listened to and action will be taken this will be anything from a warning to banning moderation decisions will be made using the paradox of tolerance 通報は必ず検討し行動に移しますこれにより歓迎から出禁に変わりますモデレーションの決定は不寛容のパラドックスを使用します
2921,expect anything you post on rockcdjp to be public including direct messages that way you can never be surprised or embarrassed ダイレクトメッセージを含めrockcdjp に投稿するものはすべて公開されることがある場合がありますのでご容赦ください
2922,your right to free speech does not supersede my right to call you out and kick you out for being a dick あなたの言論の自由の権利は私があなたを非難しあなたをクソ野郎として追い出す権利に取って代わるものではありません
2923,no illegal content this server is hosted in singapore 非合法なコンテンツはご遠慮くださいなおサーバはシンガポールでホストされています
2924,do not post or share any content that is illegal in canada
2925,do not harass dogpile or dox users on this server or other servers
2926,no racism sexism homophobia transphobia xenophobia casteism fatphobia or other forms of bigotry
2927,nsfw content and depictions of violence must be behind a content warning
2928,do not share intentionally false or misleading information
2929,cosocialca is a service for the members of the cosocial community cooperative
2930,cosocial is for canadian residents
2931,cosocial is for people 18 and over
2932,business accounts are allowed but dont spam or engage in excessive commercial posting
2933,read and follow the full code of conduct and acceptable use policy section of our terms of service available at httpscosocialcatermscoc
2934,본 서버는 운영자의 2차 지인을 대상으로 운영되고 있습니다 가입 신청 전 서버 정보를 반드시 참고해 필요한 정보를 기재해 요청 주시기 바라며 누락 시 가입이 거절될 수 있습니다
2935,성인가safenet 3344 이상의 컨텐츠 타인에게 불쾌감을 줄 수 있는 내용의 컨텐츠 광과민성 발작을 일으킬 수 있는 컨텐츠 등의 공개적인 노출을 금지합니다
2936,아동 및 청소년 대상의 성인가 이상의 컨텐츠 업로드 타인을 괴롭히기 위한 행위 모든 범주의 소수자 및 약자를 향한 혐오 발언을 일절 금지합니다
2937,보고 싶지 않은 내용은 차단 뮤트 등을 적극적으로 이용해 주시고 다른 유저와 교류 시에는 상호간에 예의를 지켜 주세요 서로를 존중하는 마스토돈 유저가 됩시다
2938,문제가 되는 사항이 있다면 신고나 관리자에게 문의 등을 적극적으로 이용해 주시기 바랍니다
2939,
2940,
2941,
2942,
2943,
2944,
2945,
2946,
2947,
2948,
2949,
2950,no politics we will not tolerate any form of political discussions this is your only warning we will suspend accounts that post political items
2951,no spamming ads if you are an event and would like to promote your event on this server please contact the admins to learn the process and get approvals
2952,no bullying or harassment we will not tolerate any form of bullying or harassment on this server
2953,initial rules be kind no spam
2954,hate has no home here and is not tolerated
2955,post only your own images or those which you have authorization to use we are registered with the us copyright office our dmca designated agent directory number is dmca1044225 512 notices may be submitted to helloavgeeksocial or via email jlquantumparagoncom
2956,be nice to each other
2957,no nsfw stuff were not all adults and were here for stamps anyway
2958,we are a new and small instance so these may change as rules are needed they will be added
2959,content must be related to persians iranians or iran
2960,be civil no racism and bigotry demonstrate respect for others of different cultures ethnicity races ages genders sexual orientations size shapes ideologies backgrounds
2961,recognize that the islamic republic is a failed state this government has terrorized its substituents for decades and does not represent the people of iran as a whole
2962,no low effort participation in discussionsshit posting no flamebait or other badfaith participation
2963,no spam no fundraising
2964,if your account is inactive for 30 days it will be suspended
2965,liberté du corps nous accueillons les contenus homosexuels de manière positive et bienveillante
2966,contenus explicites les contenus sexuellement explicites doivent être signalés comme tels et marqués comme sensibles ils ne doivent pas apparaître dans lavatar ni la bannière de profil
2967,pas de discrimination les contenus racistes sexistes homophobes transphobes xénophobes discriminants et non respectueux sont proscrits
2968,contenu légal les contenus illégaux en france pédopornographiques incitant à la haine ou à la violence etc sont interdits
2969,consensuel le partage de contenu impliquant une tierce personne sans son consentement et les contenus sexuels non consentis sont proscrits
2970,respect des autres les contenus violents harcelants intimidants stigmatisants ou abusifs visàvis dun autre utilisateur sont proscrits
2971,propriété intellectuelle les contenus violant la propriété intellectuelle ou les droits dauteur sont interdits
2972,noncommercial éviter la promotion commerciale intrusive et les sollicitations répétées
2973,pas de désinformation le partage volontaire dinformations fausses avec lintention de tromper infox ou fake news est interdit
2974,interdit aux mineurs vous devez être âgé dau moins 18 ans pour consulter et utiliser ce serveur
2975,ouverture les hommes gay francophones sont le cœur de sa communauté mais ce serveur est ouvert à tous ses amis et sympathisants
2976,plaisir et bienveillance ce sont les valeurs cardinales de ce réseau social
2977,this space is violence and harassment free we do not support the promotion of violent ideologies
2978,this is an antioppressive and antiracist space racism colonialism sexism homophobia transphobia ableism ageism classism etc is strictly prohibited
2979,misinformation or disinformation of any kind is not permitted
2980,we do not support postings with unlawful content
2981,we do not support any actions intended to damage this instance
2982,provide content warnings on the local timeline for content that may be considered controversial explicit or disturbing to community members
2983,please report behaviour that bothers you we will keep your report confidential
2984,we support discourse that is free from insults and personal attacks
2985,breaking rules will result in warnings from the moderators continued warnings may result in being removed from this instance
2986,nothing illegal
2987,other than that you are subject to the whims and preferences of laurie but he seems like a nice guy you trust him right
2988,be civil and kind to everyone you encounter here
2989,always apply appropriate content warnings and sensitive markings to nsfw content
2990,absolutely no images or descriptions of sexual situations of anyone under 18 in any circumstances
2991,spam bots doxxing harassment and abuse are not being civil and kind and you will almost certainly be kicked off the server for them
2992,nsfw content is allowed but may not include egregious or gratuitous content ie depiction of minors real or fictional incest nonconsensual encounters etc nsfw media must be marked with a content warning we reserve the right to remove any nsfw content without notifying you
2993,offensive content or slurs related to gender gender identity and expression sexual orientation disability mental illness neuroatypicality physical appearance body size race nationality caste etc are not allowed
2994,pronouns must be respected deadnamingmisgendering is not allowed and will result in immediate suspension
2995,every attempt should be made to include alt text and image descriptions when posting repeated violations may result in forced limitations on a users ability to post media content
2996,incitement of violence towards any individual including encouraging a person to commit suicide or to engage in selfharm will result in immediate suspension
2997,harassment doxxing dogpiling or similar behaviors are not allowed
2998,illegal content is not allowed
2999,this place is g or pg rated please see httpsfafsocialabout for terms of service tos behave
3000,new users must have a profile so that it can be confirmed that a real person is behind the account no exceptions blank accounts are deleted
3001,love everyone hate speech derogatory language and slurs of any kind will not be tolerated this includes racism sexism homophobia transphobia ableism and any other forms of discrimination
3002,use the content warning feature to mark any posts or comments that contain adult or potentially inappropriate content this includes but is not limited to sexual content violence and disturbing or triggering material
3003,respect the safety and wellbeing of others and refrain from advocating for or promoting violence or harm towards individuals or groups such as but not limited to threats of physical harm encouragement of selfharm or harm to others and calls to engage in illegal activities
3004,respect the privacy and safety of all members of this community do not share the personal information of others examples of but not limited to names addresses and phone numbers
3005,do not attempt to circumvent any bans or other disciplinary actions that have been imposed on you this includes but is not limited to creating new accounts using proxies or vpns or attempting to access the community through other means
3006,all bots mark their content as unlisted and ignore content that contains the nobot tag this allows members of the community to distinguish between humangenerated content and content that has been created by bots and will help to ensure that all members have equal access to the conversation
3007,clearly disclose any content that is intended to generate revenue by using the ad tag in your post this will allow other members of the community to distinguish between content that is purely informational or educational and content that has a financial motive
3008,be very nice and friendly
3009,no racism sexism homophobia transphobia xenophobia etc
3010,no content illegal in norwayeu
3011,do not share intentionally false or misleading information
3012,no incitement of violence or promotion of violent ideologies
3013,no spamming
3014,no harassment or discrimination this includes hate speech cyberbullying or any other behavior that targets or discriminates against someone based on their race ethnicity religion gender sexual orientation or any other personal characteristic
3015,keep it legal do not post illegal or copyrighted material or engage in any illegal activity on the platform this server is managed in the united states and hosted in japan
3016,ai art is not allowed on this instance this includes any art or media created using artificial intelligence or machine learning algorithms posts containing ai art will be removed and may result in the user being banned from the instance
3017,no impersonation or deceptive behavior do not pretend to be someone else or use the platform to mislead or deceive others
3018,mark all nsfw content with a content warning
3019,be civil no trolling microaggressions or harassment
3020,no nsfw content without content warning
3021,illegal content including pornography is not permitted
3022,hate speech is not permitted at all
3023,share content only that you have permission for
3024,no impersonation without clear indication
3025,no spam
3026,les propos sexistes racistes lgbtphobes validistes et tout messages contraires aux valeurs de notre union extrêmedroite soutien au capitalisme déni de la crise écologique conspirationnisme seront modérés les comptes pourront être supprimés par les modératrices et modérateurs
3027,no racism sexism homophobia transphobia xenophobia or casteism
3028,no sexually explicit or violent content
3029,no incitement of violence or promotion of violent ideologies
3030,no impersonation harassment dogpiling or doxxing of other users
3031,no illegal content
3032,no commercial content
3033,read and abide by the code of conduct httpswikifluffsaucode_of_conduct
3034,you must be at least 18 years old to use this website
3035,any nsfw 18 content must have a content warning
3036,do not discuss active legal matters involving you or another community member legal matters covered by public media news articles channels general public knowledge are exempt from this
3037,if you have any problems with other members of the server their behaviour or any content that they post please contact an admin do not attempt to micromoderate engage in arguments or break rules yourself breaking rules will make it more difficult for us to help you
3038,you are within your rights to block an admin but if any issue arises and we cant contact you you will be muted until another admin can contact you
3039,the admins reserve the right to remove anyone for any reason this exists so that we can make this community a safe space
3040,dont try to subvert the rules remember to try to follow the spirit of the rules rather than the letter
3041,posts on mastodns must comply with the dnsoarc code of conduct which is available here httpswwwdnsoarcnetoarcpoliciesconduct
3042,when participating treat others with tolerance respect and courtesy regardless of who they are and who you are
3043,do not use language which is racist sexist homophobic transphobic ableist uses slurs or is otherwise discriminatory
3044,do not use personal attacks in discussion with others vigorous debate is welcome but ad hominem does nothing to advance an open exchange of ideas
3045,content which is illegal or endangers the safety of others is prohibited
3046,do not harass anyone or participate in group harassment of anyone postingor threatening to postother peoples personally identifying information doxing constitutes harassment
3047,do not post adult content or sexually explicit material including pictures containing nudity this includes sexualized comments or jokes posts including unwelcome sexual attention constitute harassment
3048,do not post about controversial or sensitive subjects without a content warning
3049,do not police your fellow users you may feel a user has violated our standards or rules but you should block them or report them for admins to handle starting an argument among users only serves to add noise to the signal
3050,do not debate moderation actions in public posts if you disagree with how a moderator enforced these rules you may directmessage the moderation team or email mastodondnsoarcnet
3051,be respectful of others
3052,mark any sexually explicit or violent media as sensitive when posting
3053,no tolerance for racism sexism homophobia transphobia xenophobia or casteism
3054,incitement of violence or promotion of violent ideologies is strictly prohibited
3055,harassment dogpiling or doxxing of other users is not acceptable
3056,sharing intentionally false or misleading information is forbidden
3057,respect all users and engage in constructive discourse
3058,violations of these rules may result in account suspension or removal
3059,be a resident of the san juan islands washington please email verification of residence to adminsanjuanslife when you ask for an account
3060,treat others with dignity its fine to disagree but keep it cordial were all island neighbors
3061,respect diversity remember that people come from different islands with different backgrounds and different life experiences than your own
3062,if you advertise do so lightly advertising is allowed here but be careful to not cross the line of spamming people weekly lunch specials are great hourly act now deals not so much
3063,no toxicity that means no racism sexism homophobia bullying transphobia xenophobia violent nationalism or illegal content acrophobia is acceptable
3064,see 1 stop and take a moment to email verification of residency to adminsanjuanslife any link that will verify you have an address in the islands attach a photo if helpful thank you
3065,no violent media
3066,no racism sexism homophobia transphobia xenophobia or casteism
3067,no nudity and sexually explicit content
3068,no incitement of violence or promotion of violent ideologies
3069,no harassment or doxxing of other users
3070,do not share intentionally false or misleading information
3071,no spam
3072,use alt descriptions on all images for those who use screen readers if you have a disability and cannot id images you arent required to use alt descriptions
3073,use cw trigger warnings and mark images as sensitive media on any sensitive content
3074,be nice and respectful of each other
3075,no ableism will be tolerated
3076,do not block server admins or server moderators
3077,do not share intentionally false or misleading information
3078,no hate speech no aggressive mocking or undermining statements about any group of people for things they can not change about themselves this includes but is not limited to racism sexism homophobia transphobia xenophobia or casteism
3079,no harassment dogpiling or doxxing of other users
3080,sexually explicit or violent media must be marked as sensitive when posting lowres video game violence only needs to be marked if it has graphic blood
3081,no sharing of copyrighted material like roms that you dont hold the copyright for this puts the entire community an jeopardy
3082,no sharing aigenerated artwork that uses copyrighted artwork in the training dataset
3083,no limited edition digital assets or cryptocurrencies can be promoted or sold here
3084,sexually explicit or violent media must be marked as sensitive when posting
3085,no racism sexism homophobia transphobia xenophobia or casteism
3086,no incitement of violence or promotion of violent ideologies
3087,no harassment dogpiling or doxxing of other users
3088,this server abides by the mastodon covenant please be excellent to each other
3089,no promotion of gambling crypto nfts antivaccination selfharm terrorism illegal activities abuseexploitation or violence
3090,do not share intentionally false or misleading information
3091,no infighting or attacking individuals chosen satanic belief we understand there are many nuanced beliefs within satanism and many have their own reasons to choose one over the other
3092,targeted misgendering deadnaming or promotion of socalled conversion therapy is prohibited
3093,be nice treat others the way you want to be treated
3094,no inappropriate content if youre unsure put it behind a content warning
3095,do not impersonate people
3096,lets focus on blockchain
3097,be nice to each other
3098,speak with clarity and avoid abstractions
3099,in successful collaborations judgment gives way to curiosity
3100,anyone might be asked to move hisher account away from this server if hisher content threatens the visibility of others in the community eg through other servers threatening to remove our federation
3101,be nice
3102,no incitement of violence or promotion of violent ideologies
3103,no racism sexism homophobia transphobia xenophobia or casteism
3104,no sexually explicit images or video
3105,no harassment dogpiling or doxxing of other users
3106,no illegal content
3107,no false or misleading information
3108,️️ read the server info as well if you fail to provide the info requested your application will be rejectedignored ️️ httpsbakasocialabout
3109,you must be 18 to join this server if you are found in violation of this rule your account will be suspended until you can sufficiently provide evidence otherwise or you are free to move your account to another server
3110,be nice we want everyone to feel comfortable here refer to people the way they ask you to if you cant find their pronouns on their profile ask
3111,mark nsfwr18lewd posts as sensitiveblurred example exposed like a bikiniswimsuit or less lewd content is welcome as long as it is blurred and is legal in the us except for selfirl content this is not a replacement for fanslyonlyfans etc linking these platforms in bio is ok
3112,add content warnings to sensitive posts
3113,do not make unsolicited advances towards other members
3114,bots need to be marked as bot accounts and may not be spammy in nature
3115,doxxing andor disclosing private information is strictly prohibited
3116,no content deemed to be illegal in the usa
3117,no incitement of violence or promotion of violent ideologies
3118,no spam posting back to back duplicatesimilar posts duplicate accounts abuse of irrelevant hashtags to artificially grow exposure accounts created to post spam messages or files with the intent to degrade the experience of others or drive up server resources will be immediately removed
3119,we ask that creators with invite permissions limit invites to close friends only anyone found to be mass inviting people is subject to removal as well as those invited
3120,where the rules are a grey line staff can make decisions appropriately and those decisions are final you are always welcome to migrate to and from bakasocial but while within bakasocial we would like a friendly environment
3121,you must be at least 18 years old
3122,do not post nsfw content of characters that are underage or which could easily be mistaken as such
3123,your account handle name avatar and profile must be sfw and not include shocking disturbing or controversial content
3124,you may not use packmates to post or share content that glorifies advocates for or supports content such as racism hate speech lgbtq phobia bigotry authoritarianism nazism etc
3125,flag and add a content warning to media and posts that are nsfw triggering controversial divisive etc
3126,packmates users can post real photos and videos with nsfw content as long as they are related to themselves in some way and any third parties who have not given consent are blurred out yes naked selfie no irl porn found on the internet
3127,do not use packmates for callouts fingerpointing uncivil discussion trolling accusations expressions of hate etc especially targeting other people collectives or small projects example people who do petplay are fucking disgusting fyi xxx is block me if you talk to them
3128,an exception to the above rule can be made for statements that are not truly hostile ahrg i hate this new xyz so frustrating or which are very general broad or target major publicly known individuals eg i hate spaghetti i hate elon musk i hate capitalism
3129,if you dont like something or feel triggered consider just blocking or filtering instead of engaging with unsolicited replies block and report if it violates any rules at packmates or the originating instance
3130,do not post or share details locations photos or other personal identifiable information about someone without their consent
3131,do not use packmates to post share content that is illegal jurisdiction germany or to encourage plan hint at breaking the law
3132,parody accounts are currently not permitted please message wander first if you want to create a nonpersonal account such as for a bot your guild your clan your organization etc
3133,personal accounts can be used to announce and promote your small and personal business in a reasonable frequency and without using hyperbole alarm or overly emphatic salesspeech eg announcing commissions announcing a new release of your app announcing your etsy creations etc
3134,above all be kind and enjoy your stay at packmates we value kindness being mindful of others and using your account in a constructive manner eg sharing your art interacting with friends talking about your projects and hobbies and avoiding toxic drama or disruptive behavior
3135,important when signing up please explain why you would like to join
3136,be kind to your fellow gamers
3137,no content illegal in the eu
3138,no incitement of real life violence
3139,no discrimination based on any ground
3140,no harassment or privacy violations against other users
3141,vietato postare contenuti illegali in francia eo italia esempi non esaustivi pedo pornografia molestie sessuali minacce di violenza
3142,vietato promuovere in qualsiasi modo idee razziste o xenofobiche
3143,vietato promuovere in qualsiasi modo idee omofobiche o transfobiche promuovere femminismo transescludente è considerato transfobico
3144,vietato promuovere in qualsiasi modo idee misogine o sessiste in generale promuovere idee incel o redpill è considerato misogino
3145,vietato promuovere lacquisto di cripto valute eo nft
3146,vietato postare contenuti sensibili senza marcarli appropriatamente con la funzione content warning cw è considerato contenuto sensibile qualunque cosa che secondo il senso comune può andare a infastidire o a urtare la sensibilità degli altri utenti
3147,vietato infastidire altri utenti per il puro gusto di farlo in altre parole niente trolling eccessivo
3148,we try to be inclusive so exclusionary divisive aggressive or consistently obnoxious behavior is unwelcome thus no racism sexism homophobia transphobia xenophobia or casteism ageism
3149,sexually explicit or violent media must be marked as sensitive when posting
3150,no incitement of violence or promotion of violent ideologies will be tolerated
3151,no harassment piling on ganging up on or doxxing of other users
3152,do not share intentionally false or misleading information
3153,dont do anything thats illegal in the us
3154,sexually explicit or violent media must be marked as sensitive when posting
3155,no racism sexism homophobia transphobia xenophobia or casteism
3156,no incitement of violence or promotion of violent ideologies
3157,no harassment dogpiling or doxxing of other users
3158,this server abides by the mastodon covenant please be excellent to each other
3159,no promotion of gambling crypto nfts antivaccination selfharm terrorism illegal activities abuseexploitation or violence
3160,do not share intentionally false or misleading information
3161,targeted misgendering deadnaming or promotion of socalled conversion therapy is prohibited
3162,no racism sexism xenophobia homophobia or transphobia targeted misgendering deadnaming or promotion of socalled conversion therapy is prohibited
3163,inclusion we want everyone to feel welcome safe and respected this is a free service please be welcoming and kind to everyone especially when you have a difference of opinion then be extra kind
3164,harassment if you experience or notice any harassment or other aggressive behaviors report itby clicking on the three dots next to the message or profile and selecting report personname and help keeping this platform a safe space for everyone
3165,no bots if youd like to experiment with bots creating a dedicated instance could be an option for you
3166,as new situations arise we will continue to update and improve the policies rules of this instance and community
3167,all users must be 18 years of age or older
3168,no accounts may be made for bots or corporate entities external accounts for bots or corporate entities followed by users on this instance will be limited
3169,all avatar and header images must be sfw they must follow the rest of the acceptable content policies and cannot be put behind a content warning or marked as sensitive
3170,all content and conduct must comply with the laws of japan where this instance is hosted
3171,no hate speech of any kind period this is not a place for any defamatory threatening or harmful messages by the same logic any violent calls to action or language that seems to encourage harm is not welcome see httpsjoinmastodonorgcovenant
3172,use content warnings cw for anything others may find troubling cws are required for heated political or socioeconomic topics angry rants or depressing topics cws are recommended for excessively long posts to keep the timelines clean it is also recommended to use hashtags
3173,respect copyright protections any media subject to copyright must be posted by the copyright owner typically the artist or with license from the copyright owner permission from the artist provided typically the commissioner or someone whose character is in the art also please credit artists
3174,explicit material ex porn or gore must be suitably censored in compliance with the law where this instance is hosted explanations of what constitutes adequate censorship are easy to find on the internet here is one from pixiv httpswwwpixivnettermspageguideline
3175,all nsfw content posted from rodentlife must use content warnings nsfw media must use mark as sensitive where applicable which should happen automatically when you have a content warning applied
3176,no nsfw photos are permitted this includes sexually explicit imagery and photos of graphic harm any human in a photo must be 18 years of age or older
3177,no realistic cgi renders involving minors in sexual situations by the same logic no hyperrealistic drawn images of minors in sexual situations
3178,no fully aigenerated art this may change in the future if there is a way to verify that the ai was not trained with stolen art but that seems unlikely at this time
3179,this instance predominantly exists for furries if an accounts content never has to do with furries or furry art that account may be limited or suspended at administrations discretion
3180,this is a private server as such the rules are open to interpretation by the administration furthermore content may be removed at the administrations discretion in an effort to maintain a safe and welcoming environment
3181,geht respektvoll miteinander um wir dulden keine hetze oder beleidigende inhalte
3182,gegen aktuelle gesetze verstoßende inhalte sind verboten
3183,wir bieten hier gerne diskussionsfläche bestehen aber darauf dass diese sachlich und höflich genutzt wird wir freuen uns auf einen gesitteten austausch
3184,wir behalten uns vor nachweislich falsche informationen oder inhalte die gegen die vorangegangenen regeln verstoßen zu löschen
3185,mir ist bewusst dass ein verstoß gegen eine der serverregeln zur stummschaltunglösung des gesamten accounts führen kann und mit dem anlegen eines accounts akzeptiere ich alle regeln
3186,conformément aux lois françaises et à la jurisprudence les contenus pédopornographiques y compris sous forme dessinée sont illégaux et seront supprimés et les comptes concernés bloqués si distants ou supprimés si local
3187,la nudité les contenus érotiques pornographiques ou visiblement violents doivent être marqués avec le drapeau sensiblesensitive les comptes ne respectant pas cette règle seront supprimés
3188,la publicité sous forme répétée etou intrusive faisant mention dautres utilisateurtrices nest pas acceptée les comptes concernés seront rendus invisibles aux flux locaux et fédérés ou supprimés selon la gravité de la situation
3189,approchez les personnes avec précaution et politesse si une personne vous demande darrêter de la mentionner ou quelle exprime ne plus vouloir participer à une discussion arrêtez immédiatement
3190,sont interdits les propos images ou vidéos racistes sexistes homophobes transphobes lapologie du terrorisme des crimes contre lhumanité et lincitation à la haine raciale article 6 de la loi pour la confiance dans léconomie numérique no 2004575 du 21 juin 2004
3191,sont interdites les avances ou propositions à caractère sexuel nonsollicitées
3192,est interdite toute conduite en public ou en privé ayant pour but de traquer harceler ou intimider dautres personnes
3193,il est interdit de rassembler publier disséminer les informations personnelles dune autre personne sans son autorisation explicite
