,instance,rule,preprocessed rules,lang
2764,pouet.fedi.quebec,"Sont prohibés le ciblage intentionnel d’un mauvais genre, l’utilisation du prénom antérieur (deadnaming), ou la promotion de ce qu’on appelle la « thérapie de conversion » ;",sont prohibés le ciblage intentionnel dun mauvais genre lutilisation du prénom antérieur deadnaming ou la promotion de ce quon appelle la thérapie de conversion,non-Englsih
2765,pouet.fedi.quebec,Il est interdit de publier des liens hypertextes pointant sur des sites non conformes à la législation en vigueur ;,il est interdit de publier des liens hypertextes pointant sur des sites non conformes à la législation en vigueur,non-Englsih
2766,pouet.fedi.quebec,Il est interdit de publier des contributions non sollicitées à caractère publicitaire (spam).,il est interdit de publier des contributions non sollicitées à caractère publicitaire spam,non-Englsih
2767,p1337.dev,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
2768,p1337.dev,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
2769,p1337.dev,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
2770,p1337.dev,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
2771,p1337.dev,No content illegal in United States,no content illegal in united states,non-Englsih
2772,bunni.social,You must know Joan (server owner) to request to join or be introduced from another member. Fill out reason for joining as how you know her; if it’s through other social media please mention it and your user name.,you must know joan server owner to request to join or be introduced from another member fill out reason for joining as how you know her if its through other social media please mention it and your user name,English
2773,bunni.social,"No homophobia, transphobia, racism, etc. Pronouns and identities should be respected.",no homophobia transphobia racism etc pronouns and identities should be respected,English
2774,bunni.social,No harassment or doxxing of others including non users of site.,no harassment or doxxing of others including non users of site,English
2775,bunni.social,NSFW content is allowed as long as it is your art or you own it and all parties involved consent to to posting. Use the proper content warnings for it.,nsfw content is allowed as long as it is your art or you own it and all parties involved consent to to posting use the proper content warnings for it,English
2776,bunni.social,"Illegal and problematic content is not allowed, this server is based in the USA as such follows USA laws.",illegal and problematic content is not allowed this server is based in the usa as such follows usa laws,English
2777,bunni.social,"Loli or sexual content with characters of questionable age, as well as 'ageing up' characters from fandoms that are minors in order to depict them in sexual situations, is expressly prohibited.",loli or sexual content with characters of questionable age as well as ageing up characters from fandoms that are minors in order to depict them in sexual situations is expressly prohibited,English
2778,www.psychocloud.tech,平和にいきましょう…,平和にいきましょう,non-Englsih
2779,hewwo.space,"Stay legal. Respect international laws, from the country the instance is hold in (Germany, US), laws from the admins' country (Germany), and from your own country.",stay legal respect international laws from the country the instance is hold in germany us laws from the admins country germany and from your own country,English
2780,hewwo.space,"Be respectful. No hate speech & harassment and bigotry on any instance (eg. racism, sexism, transphobia, homophobia etc..). Content that is spammy, racist, sexist, hateful, or discriminating in any way is also forbidden.",be respectful no hate speech harassment and bigotry on any instance eg racism sexism transphobia homophobia etc content that is spammy racist sexist hateful or discriminating in any way is also forbidden,English
2781,hewwo.space,"Use content warnings where appropriate, please be mindful of others",use content warnings where appropriate please be mindful of others,English
2782,hewwo.space,Accounts policy. Parody accounts & bots must be tagged as such clearly in their profile description.,accounts policy parody accounts bots must be tagged as such clearly in their profile description,English
2783,hewwo.space,No NFT. We're strongly against NFTs and cryptocrap as a whole. This isn't the place for it. AI art is tolerated as of now unless used for nefarious purposes.,no nft were strongly against nfts and cryptocrap as a whole this isnt the place for it ai art is tolerated as of now unless used for nefarious purposes,English
2784,hewwo.space,Just be cool. We are a small instance and we honestly don't want to go through any stress. Don't do to people what you wouldn't do to yourself.,just be cool we are a small instance and we honestly dont want to go through any stress dont do to people what you wouldnt do to yourself,English
2785,hewwo.space,Be polite and kind towards other users on the instance and the fediverse 💜,be polite and kind towards other users on the instance and the fediverse,English
2786,3615.computer,"No Hate: Absolutely no discrimination, hate speech, or support for harmful ideologies. We're all about inclusivity.",no hate absolutely no discrimination hate speech or support for harmful ideologies were all about inclusivity,English
2787,3615.computer,Be Respectful: Treat everyone kindly and with consideration. Let’s make this a welcoming space.,be respectful treat everyone kindly and with consideration lets make this a welcoming space,English
2788,3615.computer,"Consent is Key: Always ask for consent. Use content warnings (CWs) for sensitive topics.
",consent is key always ask for consent use content warnings cws for sensitive topics,English
2789,3615.computer,Make Images Accessible: Add ALT text to images for users with visual impairments.,make images accessible add alt text to images for users with visual impairments,English
2790,3615.computer,Own Your Actions: Listen and take responsibility if your actions cause harm. Our moderators are here to help.,own your actions listen and take responsibility if your actions cause harm our moderators are here to help,English
2791,3615.computer,Protect Children: No content promoting or related to pedophilia. Lolicon and shotacon included.,protect children no content promoting or related to pedophilia lolicon and shotacon included,English
2792,3615.computer,Report Issues: Use the report feature for any rule violations. We’re committed to a safe environment.,report issues use the report feature for any rule violations were committed to a safe environment,English
2793,3615.computer,Mind Your Language: Keep conversations respectful and free from harassment or abuse.,mind your language keep conversations respectful and free from harassment or abuse,English
2794,3615.computer,Respect Privacy: Don’t share personal info without explicit consent.,respect privacy dont share personal info without explicit consent,English
2795,3615.computer,Embrace Diversity: Use inclusive language and avoid offensive stereotypes.,embrace diversity use inclusive language and avoid offensive stereotypes,English
2796,3615.computer,"No Disruptions: Avoid behavior that disturbs our community's harmony, like trolling or spreading rumors.",no disruptions avoid behavior that disturbs our communitys harmony like trolling or spreading rumors,English
2797,3615.computer,"NSFW Content: Allowed with restrictions - use CWs, post as ""unlisted"", but consider if this is the right place for it.",nsfw content allowed with restrictions use cws post as unlisted but consider if this is the right place for it,English
2798,m.mou.best,"Only service for ZH_CN/ Chinese

本站点仅对中文语言使用者友好",only service for zh_cn chinese 本站点仅对中文语言使用者友好,English
2799,m.mou.best,欢迎光临~ 本节点开放涩涩，LGBT+ 友好，正太控友好,欢迎光临 本节点开放涩涩lgbt 友好正太控友好,non-Englsih
2800,m.mou.best,"禁止广告与灌水垃圾信息
",禁止广告与灌水垃圾信息,non-Englsih
2801,m.mou.best,禁止吵架，吵架的一律丢出去打五十大板（bushi,禁止吵架吵架的一律丢出去打五十大板bushi,non-Englsih
2802,m.mou.best,准许适当键政与讨论时事，但是请描述好你的观点和原因以及合理反驳对方观点，控制事态不扩大,准许适当键政与讨论时事但是请描述好你的观点和原因以及合理反驳对方观点控制事态不扩大,non-Englsih
2803,m.mou.best,禁止地图炮、性歧视、种族歧视、地域歧视、人身攻击，适当的地狱笑话是合理的，但是请注意自己的 EQ 是否达标,禁止地图炮性歧视种族歧视地域歧视人身攻击适当的地狱笑话是合理的但是请注意自己的 eq 是否达标,non-Englsih
2804,m.mou.best,本节点不设立任何过滤，节点部署于美利坚合众国因此仅受该地法律管辖，所以禁止三次元炼铜涩涩（太幼达咩）,本节点不设立任何过滤节点部署于美利坚合众国因此仅受该地法律管辖所以禁止三次元炼铜涩涩太幼达咩,non-Englsih
2805,m.mou.best,请在注册后在 Preferences -> Appearance -> Interface language 中修改 English 为 Chinese (简体中文),请在注册后在 preferences appearance interface language 中修改 english 为 chinese 简体中文,English
2806,mn.siru.tokyo,ない,ない,non-Englsih
2807,lightcrystal.fedicity.net,暴力/性的描写(軽度も含む)、R18、R18G投稿時は、発言の場合閲覧注意(CW)、画像の場合NSFW設定を行ってください。,暴力性的描写軽度も含むr18r18g投稿時は発言の場合閲覧注意cw画像の場合nsfw設定を行ってください,non-Englsih
2808,lightcrystal.fedicity.net,FFⅩⅣ最新パッチリリースから1ヶ月以内のネタバレの投稿時は、発言の場合閲覧注意(CW)、画像の場合NSFW設定を行ってください。,ffⅹⅳ最新パッチリリースから1ヶ月以内のネタバレの投稿時は発言の場合閲覧注意cw画像の場合nsfw設定を行ってください,non-Englsih
2809,lightcrystal.fedicity.net,"FFⅩⅣゲーム内コンテンツ(スクリーンショット等)を掲載する場合、必ず以下の権利表記を入れてください。
(C) SQUARE ENIX CO., LTD. All Rights Reserved.",ffⅹⅳゲーム内コンテンツスクリーンショット等を掲載する場合必ず以下の権利表記を入れてください c square enix co ltd all rights reserved,non-Englsih
2810,lightcrystal.fedicity.net,日本の法律、公序良俗に則った投稿を行なってください。,日本の法律公序良俗に則った投稿を行なってください,non-Englsih
2811,kopimi.space,Content illegal by German law is strictly forbidden,content illegal by german law is strictly forbidden,English
2812,kopimi.space,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
2813,kopimi.space,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
2814,kopimi.space,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
2815,kopimi.space,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
2816,kopimi.space,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
2817,kopimi.space,"Do not share links to malware, warez, cracks, keygens etc. These things are only for discussion and we don't want to break any laws here.",do not share links to malware warez cracks keygens etc these things are only for discussion and we dont want to break any laws here,English
2818,social.fairphone.community,"Nothing discriminatory 	

Instances by the Fediverse Foundation are expressly inclusive and open to everyone.

Therefore, any form of discrimination is prohibited. This includes but is not limited to: ableism, antisemitism, homomisia, islamomisia, classism, racism, sexism, transmisia, etc.",nothing discriminatory instances by the fediverse foundation are expressly inclusive and open to everyone therefore any form of discrimination is prohibited this includes but is not limited to ableism antisemitism homomisia islamomisia classism racism sexism transmisia etc,English
2819,social.fairphone.community,Nothing illegal 	Do not post anything illegal (Austrian law / EU law).,nothing illegal do not post anything illegal austrian law eu law,non-Englsih
2820,social.fairphone.community,"Nothing harassing 	

No spam, trolling, bullying, or similar annoyances.

No calls for hate or violence.

No pornography.",nothing harassing no spam trolling bullying or similar annoyances no calls for hate or violence no pornography,English
2821,social.fairphone.community,"Nothing (intentionally) fake 	

No fake news, misinformation, science denial

No spreading rumors or propaganda",nothing intentionally fake no fake news misinformation science denial no spreading rumors or propaganda,English
2822,social.fairphone.community,"Nothing automated 	

No bots, no crossposting (e.g. mirroring of Twitter posts etc.) without context or other interaction.",nothing automated no bots no crossposting eg mirroring of twitter posts etc without context or other interaction,English
2823,katzebot.space,Относитесь к другим пользователям с уважением. ,относитесь к другим пользователям с уважением,non-Englsih
2824,katzebot.space,"Харрасмент, разжигание ненависти (hate speech), трансфобия, гомофобия, расизм, сексизм, фашизм и прочие проявления шовинизма — запрещены",харрасмент разжигание ненависти hate speech трансфобия гомофобия расизм сексизм фашизм и прочие проявления шовинизма запрещены,non-Englsih
2825,katzebot.space,Не разглашать чужую персональную информацию без согласия,не разглашать чужую персональную информацию без согласия,non-Englsih
2826,katzebot.space,"В спорных случаях, администрация сохраняет право применять ограничения на свое усмотрение",в спорных случаях администрация сохраняет право применять ограничения на свое усмотрение,non-Englsih
2827,katzebot.space,"Не засоряйте публичные ленты, щитпостинг должен знать меру",не засоряйте публичные ленты щитпостинг должен знать меру,non-Englsih
2828,katzebot.space,"Указывайте Content Warning и NSFW-метки на потенциально спорном контенте (описание/изображения жестоких сцен, использование оскорбительной лексики, и.т.п)",указывайте content warning и nsfwметки на потенциально спорном контенте описаниеизображения жестоких сцен использование оскорбительной лексики итп,non-Englsih
2829,blackqueer.life,"No white supremacy, antiblackness, colorism, transmisia, cisheterosexism, ableism, misogyny, fat hate, or gender binarism",no white supremacy antiblackness colorism transmisia cisheterosexism ableism misogyny fat hate or gender binarism,English
2830,blackqueer.life,"No harassment, bullying, or doxxing other users",no harassment bullying or doxxing other users,English
2831,blackqueer.life,Do not share information you know to be false or misleading,do not share information you know to be false or misleading,English
2832,blackqueer.life,"NSFW content is cool (we are SW friendly), just mark it sensitive and use a content warning",nsfw content is cool we are sw friendly just mark it sensitive and use a content warning,English
2833,blackqueer.life,You must be at least 18 years old to have an account here,you must be at least 18 years old to have an account here,English
2834,mastodon.mitmaro.dev,Rule is not a list,rule is not a list,English
2835,mastodon.jj5fxl.net,本サーバーは自由を重視しており、特に表現規制について断固として反対しています。,本サーバーは自由を重視しており特に表現規制について断固として反対しています,non-Englsih
2836,mastodon.jj5fxl.net,反社会的活動(脅迫・犯行予告等)を行った者は当該の投稿を削除のうえでアカウントを停止します。 ,反社会的活動脅迫犯行予告等を行った者は当該の投稿を削除のうえでアカウントを停止します,non-Englsih
2837,mastodon.jj5fxl.net, サーバーにデータが存在するだけで犯罪となり得るデータ(児童ポルノ画像等)は発見し次第削除します。 ,サーバーにデータが存在するだけで犯罪となり得るデータ児童ポルノ画像等は発見し次第削除します,non-Englsih
2838,mastodon.jj5fxl.net, スパム行為(無意味なメッセージを他者に多量に送りつける等)を行う者はアカウント停止やドメインブロック等の措置を行います。 ,スパム行為無意味なメッセージを他者に多量に送りつける等を行う者はアカウント停止やドメインブロック等の措置を行います,non-Englsih
2839,mastodon.jj5fxl.net,その他、本サーバーの運営に支障を来す行動や要求を行う者については適宜アカウント停止やドメインブロック等の措置をとります。 ,その他本サーバーの運営に支障を来す行動や要求を行う者については適宜アカウント停止やドメインブロック等の措置をとります,non-Englsih
2840,beyonoyasashiisekai.hostdon.ne.jp,ビヨヲタの退避場所として作りました。,ビヨヲタの退避場所として作りました,non-Englsih
2841,beyonoyasashiisekai.hostdon.ne.jp,セトリ、舞台の内容等のネタバレはOKです。,セトリ舞台の内容等のネタバレはokです,non-Englsih
2842,beyonoyasashiisekai.hostdon.ne.jp,取引等は個人の責任で行ってください。,取引等は個人の責任で行ってください,non-Englsih
2843,beyonoyasashiisekai.hostdon.ne.jp,個人間のトラブルは、いかなるものでも、管理者は責任を一切負えません。,個人間のトラブルはいかなるものでも管理者は責任を一切負えません,non-Englsih
2844,beyonoyasashiisekai.hostdon.ne.jp,日常の嫌なことはログインの際に一旦忘れてください。,日常の嫌なことはログインの際に一旦忘れてください,non-Englsih
2845,beyonoyasashiisekai.hostdon.ne.jp,非公式の個人運営です。,非公式の個人運営です,non-Englsih
2846,beyonoyasashiisekai.hostdon.ne.jp,ネタバレや非表示にしたい投稿は、投稿時の機能を使ってください,ネタバレや非表示にしたい投稿は投稿時の機能を使ってください,non-Englsih
2847,thehappyfamily.stream,"This Machine Kills Fascists! We here at the Happy Family DO NOT support fascism, Nazism, imperialism or any kind of far-right ideology in any form! Anyone promoting them or using their imagery in a proselytizing manner will be banned!",this machine kills fascists we here at the happy family do not support fascism nazism imperialism or any kind of farright ideology in any form anyone promoting them or using their imagery in a proselytizing manner will be banned,English
2848,thehappyfamily.stream,"Be kind to others! Anti-BIPOC (Black, Indigenous, and People of Color), sexist, ableist, racist, homophobic, and transphobic views will not be tolerated. Use of racial or offensive slurs will get you banned.",be kind to others antibipoc black indigenous and people of color sexist ableist racist homophobic and transphobic views will not be tolerated use of racial or offensive slurs will get you banned,English
2849,thehappyfamily.stream,"Be kind to yourself! Please avoid using self-deprecating language regarding yourself or your works. Language and how we use it is important, please be mindful of how you speak about yourself.",be kind to yourself please avoid using selfdeprecating language regarding yourself or your works language and how we use it is important please be mindful of how you speak about yourself,English
2850,thehappyfamily.stream,"NSFW is OK within reason! We allow R18/NSFW images, but all such content must be tagged as sensitive, and you should add CWs as necessary. If you repeatedly fail to mark said post as sensitive, we will make your account enforced-sensitive.",nsfw is ok within reason we allow r18nsfw images but all such content must be tagged as sensitive and you should add cws as necessary if you repeatedly fail to mark said post as sensitive we will make your account enforcedsensitive,English
2851,thehappyfamily.stream,"Creators are welcome! Artists, musicians, writers & artisans are welcome to engage with the community regarding their craft, just don’t make advertising posts for the sake of purely promoting a commercial product or service.",creators are welcome artists musicians writers artisans are welcome to engage with the community regarding their craft just dont make advertising posts for the sake of purely promoting a commercial product or service,English
2852,thehappyfamily.stream,Well ran & corpo free Fedi! This server abides by the Mastodon Server Covenant (joinmastodon.org/covenant). We are also a proud signer of the Anti-Meta Fedi Pact (fedipact.online) as well as actively block Meta Threads and connections there of. ,well ran corpo free fedi this server abides by the mastodon server covenant joinmastodonorgcovenant we are also a proud signer of the antimeta fedi pact fedipactonline as well as actively block meta threads and connections there of,English
2853,thehappyfamily.stream,"This server is volunteer run! If you would like to help defray hosting/server costs, you can send funds to Admin Mini: (ko-fi.com/ministryofennuicontrol) Just say it’s for the Mastodon server! ",this server is volunteer run if you would like to help defray hostingserver costs you can send funds to admin mini koficomministryofennuicontrol just say its for the mastodon server,English
2854,friend.baai.ac.cn,这里是规则！！！！,这里是规则,non-Englsih
2855,occult.town,We are currently an 18+ server.,we are currently an 18 server,English
2856,occult.town,"Appropriation & appropriative practices are not tolerated within this instance. If it's not yours to use, don't use it. Examples of this include Indigenous American practices, initiatory/closed religions (hoodoo, vodou, etc), and entities found in initiatory/closed religions (like Lilith). ",appropriation appropriative practices are not tolerated within this instance if its not yours to use dont use it examples of this include indigenous american practices initiatoryclosed religions hoodoo vodou etc and entities found in initiatoryclosed religions like lilith,English
2857,occult.town,Listen to marginalised voices when it comes to marginalised subjects - including when discussing closed/initiatory paths.,listen to marginalised voices when it comes to marginalised subjects including when discussing closedinitiatory paths,English
2858,occult.town,"The instance is otherkin/d, alterhuman/alterbeing, therian, & godspouse/spiritspouse friendly.",the instance is otherkind alterhumanalterbeing therian godspousespiritspouse friendly,English
2859,occult.town,"Don’t perform unsolicited magic, divination, or channelling on/for people.",dont perform unsolicited magic divination or channelling onfor people,English
2860,occult.town,"There are many ways to practise or engage with spirituality, religion, occultism, etc - your way is not the only way and some folks might do things differently. Respect each other’s practices.",there are many ways to practise or engage with spirituality religion occultism etc your way is not the only way and some folks might do things differently respect each others practices,English
2861,occult.town,"Bigotry including white supremacy, transphobia, homophobia/queerphobia, misogyny, antisemitism, racism, ableism, sanism, nationalism, nazism & fascism is grounds for a ban.",bigotry including white supremacy transphobia homophobiaqueerphobia misogyny antisemitism racism ableism sanism nationalism nazism fascism is grounds for a ban,English
2862,occult.town,Don’t harass each other or make derogatory remarks.,dont harass each other or make derogatory remarks,English
2863,occult.town,"No spam, misinformation, or conspiracy theories.",no spam misinformation or conspiracy theories,English
2864,occult.town,Approach conversations and toots in good faith and kindness.,approach conversations and toots in good faith and kindness,English
2865,occult.town,"Occult.town is friendly to entheogen usage & chemognosis, but please tag it with a CW out of courtesy",occulttown is friendly to entheogen usage chemognosis but please tag it with a cw out of courtesy,English
2866,occult.town,Animal remains/vulture culture finds should be spoilered & tagged with a CW out of courtesy,animal remainsvulture culture finds should be spoilered tagged with a cw out of courtesy,English
2867,occult.town,NSFW content should be spoilered out of courtesy,nsfw content should be spoilered out of courtesy,English
2868,social.cs.swarthmore.edu,- be nice,be nice,non-Englsih
2869,social.cs.swarthmore.edu,- use for SwatCS classwork,use for swatcs classwork,English
2870,digitalnomads.social,"Our site, products and services are all directed to people who are at least 18 years old and are Digital Nomads. If you are under the age of 18 do not use this site.",our site products and services are all directed to people who are at least 18 years old and are digital nomads if you are under the age of 18 do not use this site,English
2871,digitalnomads.social,NO sexually explicit or violent media.,no sexually explicit or violent media,English
2872,digitalnomads.social,"NO racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
2873,digitalnomads.social,NO incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
2874,digitalnomads.social,"NO harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
2875,digitalnomads.social,Do NOT share intentionally false or misleading information.,do not share intentionally false or misleading information,English
2876,digitalnomads.social,NO BOTs.,no bots,non-Englsih
2877,interledger.social,You must be at least 16 years of age,you must be at least 16 years of age,English
2878,interledger.social,"No casteism, homophobia or transphobia (including targeted misgendering, deadnaming, or promotion of so-called “conversion therapy”), racism, sexism, or xenophobia",no casteism homophobia or transphobia including targeted misgendering deadnaming or promotion of socalled conversion therapy racism sexism or xenophobia,English
2879,interledger.social,"No harassment, dogpiling, doxxing of other users",no harassment dogpiling doxxing of other users,English
2880,interledger.social,"No violent media, incitement of violence, or promotion of violent ideologies",no violent media incitement of violence or promotion of violent ideologies,English
2881,interledger.social,No sexually explicit content,no sexually explicit content,non-Englsih
2882,interledger.social,No sharing intentionally false or misleading information,no sharing intentionally false or misleading information,English
2888,sakh.social,"Относитесь к другим пользователям с уважением. Харрасмент, разжигание ненависти (hate speech), трансфобия, гомофобия, расизм, сексизм, фашизм и прочие проявления шовинизма — запрещены",относитесь к другим пользователям с уважением харрасмент разжигание ненависти hate speech трансфобия гомофобия расизм сексизм фашизм и прочие проявления шовинизма запрещены,non-Englsih
2889,sakh.social,Не разглашать чужую персональную информацию без согласия,не разглашать чужую персональную информацию без согласия,non-Englsih
2890,sakh.social,"В спорных случаях, администрация сохраняет право применять ограничения на свое усмотрение",в спорных случаях администрация сохраняет право применять ограничения на свое усмотрение,non-Englsih
2891,sakh.social,"Не засоряйте публичные ленты, знайте меру щитпостинга",не засоряйте публичные ленты знайте меру щитпостинга,non-Englsih
2892,sakh.social,"Проставляйте Content Warning и NSFW-метки на спорный контент (политика, описание/изображения жестоких сцен, использование оскорбительной лексики, и.т.п)",проставляйте content warning и nsfwметки на спорный контент политика описаниеизображения жестоких сцен использование оскорбительной лексики итп,non-Englsih
2893,sakh.social,Свобода слова не означает вседозволенность,свобода слова не означает вседозволенность,non-Englsih
2894,sakh.social,"Размещение рекламного контента, рекламирование внешних ресурсов или размещение ссылок на внешние ресурсы с целью рекламы будет рассматриваться администрацией. В некоторых случаях могут быть применены меры",размещение рекламного контента рекламирование внешних ресурсов или размещение ссылок на внешние ресурсы с целью рекламы будет рассматриваться администрацией в некоторых случаях могут быть применены меры,non-Englsih
2895,sakh.social,"Убедительная просьба: заполняйте описания картинок. Это не обязательно, но очень сильно выручает незрячих пользователей, и не отнимает много времени",убедительная просьба заполняйте описания картинок это не обязательно но очень сильно выручает незрячих пользователей и не отнимает много времени,non-Englsih
2896,vorny-animals.online,"Don't do anything illegal in the UK, EU, or US on this instance. I don't want to go to jail.",dont do anything illegal in the uk eu or us on this instance i dont want to go to jail,English
2897,vorny-animals.online,"Be nice. No discrimination of any kind, be in racism, homophobia, transphobia, xenophobia, or anything else.",be nice no discrimination of any kind be in racism homophobia transphobia xenophobia or anything else,English
2898,vorny-animals.online,Be considerate. Use content warnings where appropriate — e.g. tag vore with “vore”. Be aware that public posts will show up in timelines.,be considerate use content warnings where appropriate eg tag vore with vore be aware that public posts will show up in timelines,English
2899,vorny-animals.online,Be 18+. I don't want any minors here.,be 18 i dont want any minors here,English
2900,librarysocialism.social,"Don't be a fascist.

Just don't.  If you have to, just line up against the wall already.",dont be a fascist just dont if you have to just line up against the wall already,English
2901,librarysocialism.social,"No spam, no advertising. This is open source and socialist. Don't try and hawk stuff here.

If you want to promote your non-profit stuff, please just keep it within reason, and don't derail other conversations!",no spam no advertising this is open source and socialist dont try and hawk stuff here if you want to promote your nonprofit stuff please just keep it within reason and dont derail other conversations,English
2902,fedi.science,No sexually explicit or violent content allowed,no sexually explicit or violent content allowed,English
2903,fedi.science,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
2904,fedi.science,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
2905,fedi.science,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
2906,fedi.science,No content illegal in European Union,no content illegal in european union,non-Englsih
2907,fedi.science,"So that we can moderate the instance, content has to be in a language for which free machine translation (e.g. Deepl.com) is available.",so that we can moderate the instance content has to be in a language for which free machine translation eg deeplcom is available,English
2908,zetaspace.org,Rule is not a list,rule is not a list,English
2909,pbs.idv.tw,Rule is not a list,rule is not a list,English
2910,meow.day,本站注重讨论环境、质量、氛围，因此不欢迎类似于以下人群的人加入：共产左翼、毛左、国家主义者、没读过现代学术著作的民科马克思主义者,本站注重讨论环境质量氛围因此不欢迎类似于以下人群的人加入共产左翼毛左国家主义者没读过现代学术著作的民科马克思主义者,non-Englsih
2911,meow.day,本站基于习惯法来进行管理,本站基于习惯法来进行管理,non-Englsih
2912,meow.day,本站默认认为选择开放rss接口、转发等权限为支持fair use,本站默认认为选择开放rss接口转发等权限为支持fair use,non-Englsih
2913,meow.day,本站禁止与女性性别相关的辱骂词汇如草、曹、艹、操、干、淦、日、逼、比、B以及以上读音的谐音词汇（但不禁止男性性别相关的如傻屌、蝈蝻等）,本站禁止与女性性别相关的辱骂词汇如草曹艹操干淦日逼比b以及以上读音的谐音词汇但不禁止男性性别相关的如傻屌蝈蝻等,non-Englsih
2914,meow.day,本站不欢迎：以自我为中心、没有同理心、否认别人的真实感受，如讲述自身遭遇导致自己见到男性很容易感到害怕时，回复「不是所有男人都是这个样子」的发言,本站不欢迎以自我为中心没有同理心否认别人的真实感受如讲述自身遭遇导致自己见到男性很容易感到害怕时回复不是所有男人都是这个样子的发言,non-Englsih
2915,meow.day,本站不欢迎：在对方没有确实的屌癌发言的情况下，用对方“不女权”之类的言辞斥责对方的发言,本站不欢迎在对方没有确实的屌癌发言的情况下用对方不女权之类的言辞斥责对方的发言,non-Englsih
2916,meow.day,本站不欢迎：有意叫错别人的性别的发言,本站不欢迎有意叫错别人的性别的发言,non-Englsih
2917,meow.day,本站不欢迎：Troll、巨魔、狗哨式用词的发言,本站不欢迎troll巨魔狗哨式用词的发言,non-Englsih
2930,queer.cool,"Discrimination & bigotry will not be tolerated
This is not a safe space for Nazis, TERFS, or hate speech.
",discrimination bigotry will not be tolerated this is not a safe space for nazis terfs or hate speech,English
2931,queer.cool,"Respect each other. This instance is meant to be a friendly, welcoming space to all who are willing to reciprocate in helping to create that environment.
",respect each other this instance is meant to be a friendly welcoming space to all who are willing to reciprocate in helping to create that environment,English
2932,queer.cool,"Consent is key, in any context. If you’re ever unsure, ask first. Use content warnings (CWs) where required.
",consent is key in any context if youre ever unsure ask first use content warnings cws where required,English
2933,queer.cool,"No pedophilia, period.",no pedophilia period,non-Englsih
2934,queer.cool,"Members under the age of 18 are not permitted to post lewd, explicit, nsfw, or otherwise sexual content. This includes as original posts or in reply to other members, as well as boosting content of this type from their accounts.",members under the age of 18 are not permitted to post lewd explicit nsfw or otherwise sexual content this includes as original posts or in reply to other members as well as boosting content of this type from their accounts,English
2935,queer.cool,"No direct threats and incitement to violence. Expressing dissatisfaction is fine, but directly stating interest or intent to commit violent harm are not welcome on this server.",no direct threats and incitement to violence expressing dissatisfaction is fine but directly stating interest or intent to commit violent harm are not welcome on this server,English
2936,taidum.social,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
2937,taidum.social,"No racism, sexism, homophobia, transphobia, xenophobia, or any other form of bigotry.",no racism sexism homophobia transphobia xenophobia or any other form of bigotry,English
2938,taidum.social,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
2939,taidum.social,"No harassment, dogpiling, or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
2940,taidum.social,No content that is illegal in Canada and/or your own country.,no content that is illegal in canada andor your own country,English
2941,taidum.social,Do not share intentionally false or misleading information.,do not share intentionally false or misleading information,English
2942,fruitade.xyz,모두가 자유롭게 지내면 충분합니다~,모두가 자유롭게 지내면 충분합니다,non-Englsih
2943,furdon.com,No harassment.,no harassment,non-Englsih
2944,furdon.com, NSFW must be marked as NSFW. ( Content warnings ),nsfw must be marked as nsfw content warnings,English
2945,furdon.com,No content that is illegal in the United States and Canada.,no content that is illegal in the united states and canada,English
2946,furdon.com,Be kind.,be kind,non-Englsih
2947,furdon.com, No impersonating users.,no impersonating users,English
2948,furdon.com,No spamming.,no spamming,non-Englsih
2949,furdon.com,"No discrimination ( Racism, homophobia etc ) ",no discrimination racism homophobia etc,non-Englsih
2950,furdon.com,Rules are subject to change.,rules are subject to change,English
2951,furdon.com,English only.,english only,English
2952,social.cezeri.tech,Spam activities are prohibited.,spam activities are prohibited,English
