,instance,rule,preprocessed rules,lang
966,mastodon-japan.net,日本国内法は守ってください,日本国内法は守ってください,non-Englsih
967,mastodon-japan.net,露骨な性表現や暴力的なメディアの禁止,露骨な性表現や暴力的なメディアの禁止,non-Englsih
968,mastodon-japan.net,差別行為・暴力行為を行わないこと,差別行為暴力行為を行わないこと,non-Englsih
969,mastodon-japan.net,他のユーザーに対する嫌がらせ行為の禁止,他のユーザーに対する嫌がらせ行為の禁止,non-Englsih
970,pixey.org,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
971,pixey.org,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
972,pixey.org,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
973,pixey.org,No illegal content.,no illegal content,non-Englsih
974,pixey.org,Dutch law applies.,dutch law applies,non-Englsih
975,pixey.org,"Content created by others must be attributed, and use of AI must be disclosed. Profiles that only post AI-generated content will not be tolerated.",content created by others must be attributed and use of ai must be disclosed profiles that only post aigenerated content will not be tolerated,English
976,theblower.au,Bot accounts must comply with the eligibility rules,bot accounts must comply with the eligibility rules,English
977,theblower.au,Brands are not allowed,brands are not allowed,English
978,theblower.au,All users must comply with the Code of Conduct,all users must comply with the code of conduct,English
979,theblower.au,No harassment or bullying allowed,no harassment or bullying allowed,English
980,theblower.au,No adult 18+ images allowed,no adult 18 images allowed,English
981,theblower.au,No sexualised or suggestive images of children allowed,no sexualised or suggestive images of children allowed,English
982,mastodon.green,"Try 30-days for free, only 1,50 € (+VAT) per month after. No algorithms or ads to waste your time. We use 20 % of membership fees to plant trees. Change your plan or cancel at any time",try 30days for free only 150 vat per month after no algorithms or ads to waste your time we use 20 of membership fees to plant trees change your plan or cancel at any time,English
983,mastodon.green,Please abide by the community standards,please abide by the community standards,English
984,mastodon.green,"You can use any official EU language, Icelandic and Norwegian on this server",you can use any official eu language icelandic and norwegian on this server,English
985,mastodon.green,No sexually explicit images or video,no sexually explicit images or video,English
986,mastodon.green,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
987,mastodon.green,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
988,mastodon.green,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
989,mastodon.green,No false or misleading information,no false or misleading information,English
990,med-mastodon.com,No hate speech,no hate speech,English
991,med-mastodon.com,No blatant misinformation,no blatant misinformation,non-Englsih
992,med-mastodon.com,No PHI,no phi,non-Englsih
993,fediscience.org,"When signing up, you need to verify you're a scientist! Please provide a link to your ORCID, Scholar, or academic webpage, showing your recent publications. (Junior) researchers without publications, please tell us why you want to join.",when signing up you need to verify youre a scientist please provide a link to your orcid scholar or academic webpage showing your recent publications junior researchers without publications please tell us why you want to join,English
994,fediscience.org,"Discrimination in any form (including, but not limited to sexism, racism, homophobia, transphobia...) is strictly prohibited on the platform.",discrimination in any form including but not limited to sexism racism homophobia transphobia is strictly prohibited on the platform,English
995,fediscience.org,"Harassment, doxxing, or other abusive practices are not allowed.",harassment doxxing or other abusive practices are not allowed,English
996,fediscience.org,Posting of content illegal in Germany or the EU is not allowed.,posting of content illegal in germany or the eu is not allowed,English
997,fediscience.org,The intentional spreading of disinformation (“fake news”) is not allowed on the platform.,the intentional spreading of disinformation fake news is not allowed on the platform,English
998,fediscience.org,No sexually explicit or violent content allowed.,no sexually explicit or violent content allowed,English
999,fediscience.org,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
1000,fediscience.org,Promotion of pseudoscience is also not allowed.,promotion of pseudoscience is also not allowed,English
1001,fediscience.org,Respect the Fediverse etiquette: use content warnings for sensible content and describe your uploaded images using alt text.,respect the fediverse etiquette use content warnings for sensible content and describe your uploaded images using alt text,English
1002,fediscience.org,"So that we can moderate the instance, content has to be in a language for which free machine translation (e.g. Deepl.com) is available.",so that we can moderate the instance content has to be in a language for which free machine translation eg deeplcom is available,English
1003,fediscience.org,Be kind to your peers! Treat others with empathy and respect.,be kind to your peers treat others with empathy and respect,English
1004,mastodon.iriseden.eu,"Vous pouvez publier en Français ou Anglais sans apporter de traduction, merci de fournir une traduction pour toute autre publication.",vous pouvez publier en français ou anglais sans apporter de traduction merci de fournir une traduction pour toute autre publication,non-Englsih
1005,mastodon.iriseden.eu,Les publications à visée publicitaire sont interdites ici,les publications à visée publicitaire sont interdites ici,non-Englsih
1006,mastodon.iriseden.eu,"Enfin, tout contenu jugé non conforme à la législation française est interdit ici.",enfin tout contenu jugé non conforme à la législation française est interdit ici,non-Englsih
1007,sigmoid.social,"No racism, sexism, homophobia, transphobia, xenophobia, or discrimination in general",no racism sexism homophobia transphobia xenophobia or discrimination in general,English
1008,sigmoid.social,No sexually explicit or violent media ,no sexually explicit or violent media,English
1009,sigmoid.social,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
1010,sigmoid.social,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
1011,sigmoid.social,Follow the Code of Conduct,follow the code of conduct,English
1012,sigmoid.social,No spam or using an account solely for advertising,no spam or using an account solely for advertising,English
1013,sigmoid.social,Your account bio or post history should in some way indicate interest in AI,your account bio or post history should in some way indicate interest in ai,English
1014,sigmoid.social,Accounts which primarily produce the content of posts via software must be clearly identified as being bots,accounts which primarily produce the content of posts via software must be clearly identified as being bots,English
1015,sigmoid.social,No flooding the public timelines (making lots of public posts in quick succession),no flooding the public timelines making lots of public posts in quick succession,English
1024,pixelfed.uno,"No al trolling, shitposting, bodyshaming e bullismo",no al trolling shitposting bodyshaming e bullismo,non-Englsih
1025,pixelfed.uno,"No alla diffusione intenzionale di notizie false, fuorvianti o manipolate e alla condivisione di informazioni con intenti antiscientifici.",no alla diffusione intenzionale di notizie false fuorvianti o manipolate e alla condivisione di informazioni con intenti antiscientifici,non-Englsih
1026,pixelfed.uno,"No a comportamenti molesti e tossici, dogpiling o doxxing.",no a comportamenti molesti e tossici dogpiling o doxxing,non-Englsih
1027,pixelfed.uno,"No al razzismo, sessismo, misoginia, omofobia, bifobia, lesbofobia, transfobia, afobia",no al razzismo sessismo misoginia omofobia bifobia lesbofobia transfobia afobia,non-Englsih
1028,pixelfed.uno,No contenuti VM18,no contenuti vm18,non-Englsih
1029,pixelfed.uno,No al proselitismo e all'intolleranza religiosa,no al proselitismo e allintolleranza religiosa,non-Englsih
1030,pixelfed.uno,No apologia del fascismo - nazismo,no apologia del fascismo nazismo,non-Englsih
1031,pixelfed.uno,"No allo Spam, al Flood e ai Bot",no allo spam al flood e ai bot,non-Englsih
1032,aethy.com,"No discrimination or hateful ideals. This includes speech that espouses sexist beliefs, ableist rhetoric, or targets minorities and other marginalized groups (e.g. queerphobia, racism, misogyny, etc.). Members cannot hold beliefs related to nationalistic ideologies, ethnic superiority, religious persecution, racial discrimination, and/or queerphobia. ",no discrimination or hateful ideals this includes speech that espouses sexist beliefs ableist rhetoric or targets minorities and other marginalized groups eg queerphobia racism misogyny etc members cannot hold beliefs related to nationalistic ideologies ethnic superiority religious persecution racial discrimination andor queerphobia,English
1033,aethy.com,"Use content warnings! While sexual content and fictional gore is allowed, it must be used with the CW button and can't be used in banners/icons. It's a good idea to use CWs for heavier topics too. However, it's not needed for media like simple nudity, educational content, anatomical studies, and classical art.",use content warnings while sexual content and fictional gore is allowed it must be used with the cw button and cant be used in bannersicons its a good idea to use cws for heavier topics too however its not needed for media like simple nudity educational content anatomical studies and classical art,English
1034,aethy.com,"No harassment, violence or disparagement! Do not send aggressive unwanted criticism, disparaging remarks, unwanted advances, stalk other users, vague post, post opinions related to anti-kink activism (e.g. kink shaming) and do not circumvent blocks. Do not threaten others or yourself with physical harm. Members are also forbidden from attempting vigilantism (e.g. writing a callout)! Please simply report other users for violating our rules instead of policing them yourself!",no harassment violence or disparagement do not send aggressive unwanted criticism disparaging remarks unwanted advances stalk other users vague post post opinions related to antikink activism eg kink shaming and do not circumvent blocks do not threaten others or yourself with physical harm members are also forbidden from attempting vigilantism eg writing a callout please simply report other users for violating our rules instead of policing them yourself,English
1035,aethy.com,18+ only! No one under the age of 18 may create an account or interact with CW'd content on this server. Users on this server must also communicate in age appropriate ways with minors on other servers. Those found violating this rule will be immediately suspended.,18 only no one under the age of 18 may create an account or interact with cwd content on this server users on this server must also communicate in age appropriate ways with minors on other servers those found violating this rule will be immediately suspended,English
1036,aethy.com,"No copyright infringement! Users must have the right to use the media they post. In cases where they don't, it must fall under Fair Use (e.g. fan art and fan fiction created by the user). Users must also give proper attribution to the original creators of the content.",no copyright infringement users must have the right to use the media they post in cases where they dont it must fall under fair use eg fan art and fan fiction created by the user users must also give proper attribution to the original creators of the content,English
1037,aethy.com,"No abusive ideals related to consent! While clearly marked fiction is fine, we take a hard stance against those with ideals that advocate harmful contact in real life and movements which seek to normalize harmful attractions. This includes beliefs, iconography, and/or labels related to sexual or romantic contact between adults and minors (e.g. MAPs), humans and animals (e.g. zoophilia), or others who cannot or did not consent (this includes labels such as ""radqueer"" and ""pro-para"").",no abusive ideals related to consent while clearly marked fiction is fine we take a hard stance against those with ideals that advocate harmful contact in real life and movements which seek to normalize harmful attractions this includes beliefs iconography andor labels related to sexual or romantic contact between adults and minors eg maps humans and animals eg zoophilia or others who cannot or did not consent this includes labels such as radqueer and propara,English
1038,aethy.com,"Only post consensual and legal content! When posting sexual content, all parties must have consented to its creation and it being posted. That means no revenge porn, no sexual content featuring real or realistic renderings of people under the age of 18, and no sexual content of real animals. This includes external links to services where such content is typically hosted (e.g. Session).",only post consensual and legal content when posting sexual content all parties must have consented to its creation and it being posted that means no revenge porn no sexual content featuring real or realistic renderings of people under the age of 18 and no sexual content of real animals this includes external links to services where such content is typically hosted eg session,English
1039,aethy.com,"No spam or undisclosed bots! Do not use your account to excessively advertise products and services. Do not excessively follow, favorite, boost, or reply to content from other users with the intent of directing more attention to your account. Also, if your account is using bots to generate unique content or interact with other users, you must apply the ""bot"" label to your account. ",no spam or undisclosed bots do not use your account to excessively advertise products and services do not excessively follow favorite boost or reply to content from other users with the intent of directing more attention to your account also if your account is using bots to generate unique content or interact with other users you must apply the bot label to your account,English
1040,awscommunity.social,Be Respectful,be respectful,English
1041,awscommunity.social,Be Helpful,be helpful,English
1042,awscommunity.social,Be Apropriate ,be apropriate,non-Englsih
1043,awscommunity.social,Be Kind,be kind,non-Englsih
1044,spinster.xyz,Rule is not a list,rule is not a list,English
1045,pixelfed.de,"No harrasment, no stalking, no doxxing",no harrasment no stalking no doxxing,non-Englsih
1046,pixelfed.de,No racism or relativization of racism.,no racism or relativization of racism,English
1047,pixelfed.de,No sexism or relativization of sexism.,no sexism or relativization of sexism,English
1048,pixelfed.de,No xenophobia or relativization of xenophobia.,no xenophobia or relativization of xenophobia,English
1049,pixelfed.de,"No discriminating against gender identities or sexual orientations, or relativizing them.",no discriminating against gender identities or sexual orientations or relativizing them,English
1050,pixelfed.de,No advertising.,no advertising,non-Englsih
1051,pixelfed.de,No intentionally misleading content (including new/alt-right conspiracy theories or scams like cryptocurrencies).,no intentionally misleading content including newaltright conspiracy theories or scams like cryptocurrencies,English
1052,pixelfed.de,No content that violates the laws of the Federal Republic of Germany.,no content that violates the laws of the federal republic of germany,English
1053,metapixl.com,Add the NSFW flag to media containing sex or violence.,add the nsfw flag to media containing sex or violence,English
1054,metapixl.com,"We do not accept content illegal in Canada, Germany and/or France, such as holocaust denial or Nazi symbolism.",we do not accept content illegal in canada germany andor france such as holocaust denial or nazi symbolism,English
1055,metapixl.com,Sexual depictions of children is not allowed.,sexual depictions of children is not allowed,English
1056,metapixl.com,"We do not accept racism, sexism, discrimination against gender and sexual minorities, or xenophobia and/or nationalism.",we do not accept racism sexism discrimination against gender and sexual minorities or xenophobia andor nationalism,English
1057,metapixl.com,We do not accept TERFS and your Freedom of Speech is no permission for you to insult other people or to violate their rights.,we do not accept terfs and your freedom of speech is no permission for you to insult other people or to violate their rights,English
1058,metapixl.com,No NFT content. None at all.,no nft content none at all,non-Englsih
1059,metapixl.com,Contact: https://mastodon.social/@metapixl or mail hello@metapixl.com,contact httpsmastodonsocialmetapixl or mail hellometapixlcom,non-Englsih
1060,metapixl.com,You can find an up to date instance silence/block list here: https://codeberg.org/metapixl_com/Blocklist-for-metapixl.com,you can find an up to date instance silenceblock list here httpscodebergorgmetapixl_comblocklistformetapixlcom,English
1061,livellosegreto.it,No al sessismo,no al sessismo,non-Englsih
1062,livellosegreto.it,No al machismo,no al machismo,non-Englsih
1063,livellosegreto.it,No al bullismo,no al bullismo,non-Englsih
1064,livellosegreto.it,"No all'omofobia, alla bifobia, alla lesbofobia, alla transfobia, alla afobia",no allomofobia alla bifobia alla lesbofobia alla transfobia alla afobia,non-Englsih
1065,livellosegreto.it,No all'abilismo,no allabilismo,non-Englsih
1066,livellosegreto.it,No al razzismo,no al razzismo,non-Englsih
1067,livellosegreto.it,No ai bot*,no ai bot,non-Englsih
1068,livellosegreto.it,"Usare i CW per: NSFW, SPOILER, GUERRA, POLITICA",usare i cw per nsfw spoiler guerra politica,non-Englsih
1069,livellosegreto.it,Evitare bestemmie e turpiloquio eccessivo/gratuito,evitare bestemmie e turpiloquio eccessivogratuito,non-Englsih
1070,livellosegreto.it,No pornografia,no pornografia,non-Englsih
1071,livellosegreto.it,Istanza antifascista,istanza antifascista,non-Englsih
1072,livellosegreto.it,No alla pubblicità e/o agli annunci commerciali (consentiti i progetti personali/indipendenti),no alla pubblicità eo agli annunci commerciali consentiti i progetti personaliindipendenti,non-Englsih
1073,livellosegreto.it,No al proselitismo religioso,no al proselitismo religioso,non-Englsih
1074,graphics.social,"No advocating violence. Do not engage in harassment, including but not limited to bullying, stalking, and unwanted sexual advances.",no advocating violence do not engage in harassment including but not limited to bullying stalking and unwanted sexual advances,English
1075,graphics.social,"No bigotry of any kind. Including but not limited to: racism, homophobia, transphobia, ableism, ageism, fascism, nationalism, colonialism, white supremacy, or religious extremism.",no bigotry of any kind including but not limited to racism homophobia transphobia ableism ageism fascism nationalism colonialism white supremacy or religious extremism,English
1076,graphics.social,No hacking. Do not engage in unauthorized access or abuse of the server's systems or data.,no hacking do not engage in unauthorized access or abuse of the servers systems or data,English
1077,graphics.social,"No pornography. It's just not that kind of instance, find another home on the fediverse.",no pornography its just not that kind of instance find another home on the fediverse,English
1078,graphics.social,"No deceptive content. Do not post deceptive or misleading content, including but not limited to impersonation, phishing, misinformation and explicitly: cryptocurrency, multilevel marketing scams, NFTs and anti-vax misinformation.",no deceptive content do not post deceptive or misleading content including but not limited to impersonation phishing misinformation and explicitly cryptocurrency multilevel marketing scams nfts and antivax misinformation,English
1079,graphics.social,"No illegal content. Do not post illegal content, including but not limited to child pornography, non-consensual pornography, threats of violence, incitement to commit violent acts, and any content that violates the DMCA.",no illegal content do not post illegal content including but not limited to child pornography nonconsensual pornography threats of violence incitement to commit violent acts and any content that violates the dmca,English
1080,graphics.social,No doxxing. Do not share personal information about others without their consent.,no doxxing do not share personal information about others without their consent,English
1081,graphics.social,"Be kind, don't be a jerk. It's what all these other more specific rules are trying to define.",be kind dont be a jerk its what all these other more specific rules are trying to define,English
1082,graphics.social,"No scraping the contents of this site for machine learning training. That includes using any text, image, video or audio posted for training, testing, or general use with artificial intelligence, including but not limited to large language models like GPT and neural networks.",no scraping the contents of this site for machine learning training that includes using any text image video or audio posted for training testing or general use with artificial intelligence including but not limited to large language models like gpt and neural networks,English
1083,cyberplace.social,"No discrimination -- including racism, sexism, homophobia or transphobia.",no discrimination including racism sexism homophobia or transphobia,English
1084,cyberplace.social,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
1085,cyberplace.social,No impersonation of a person or brand.  Even parodies.,no impersonation of a person or brand even parodies,English
1086,cyberplace.social,Spam. Don't join if you just want to spam links to things you represent.,spam dont join if you just want to spam links to things you represent,English
1087,cyberplace.social,"No attacking or pentesting of this instance, or any other instance.",no attacking or pentesting of this instance or any other instance,English
1088,cyberplace.social,"Each username on here should be a person, not a brand or corporation - and that person must be you, no impersonation.",each username on here should be a person not a brand or corporation and that person must be you no impersonation,English
1089,cyberplace.social,Do not join to primarily publicise or promote 'red team' tools.,do not join to primarily publicise or promote red team tools,English
1090,cyberplace.social,"Do not use this server to promote how to attack the Fediverse via OSINT, exploits etc.",do not use this server to promote how to attack the fediverse via osint exploits etc,English
1091,cyberplace.social,No porn or nudity.,no porn or nudity,English
1092,cyberplace.social,No posting identifiable personal information from data breaches.,no posting identifiable personal information from data breaches,English
1093,geekdom.social,"Hate speech and acts of discrimination such as racism, sexism, homophobia, transphobia, ableism, xenophobia, or casteism will not be tolerated.",hate speech and acts of discrimination such as racism sexism homophobia transphobia ableism xenophobia or casteism will not be tolerated,English
1094,geekdom.social,Do not intentionally share false or misleading information.,do not intentionally share false or misleading information,English
1095,geekdom.social,Do not send unsolicited DMs.,do not send unsolicited dms,non-Englsih
1096,geekdom.social,Sexually explicit or violent media must be marked as sensitive with a content warning.,sexually explicit or violent media must be marked as sensitive with a content warning,English
1097,geekdom.social,Do not share posts containing incitement of violence or promotion of violent ideologies.,do not share posts containing incitement of violence or promotion of violent ideologies,English
1098,geekdom.social,Do not be intentionally antagonistic. Posts or replies designed to provoke a confrontation are not acceptable.,do not be intentionally antagonistic posts or replies designed to provoke a confrontation are not acceptable,English
1099,geekdom.social,"Do not post spam. Toots containing just links or an inordinate number of hashtags are considered spam, as does any overly commercial self-promotion. (It is fine to toot about your own projects and share what you are excited to be working on — just keep the toot itself interesting).",do not post spam toots containing just links or an inordinate number of hashtags are considered spam as does any overly commercial selfpromotion it is fine to toot about your own projects and share what you are excited to be working on just keep the toot itself interesting,English
1100,stranger.social,"This is a safe space. No hate speech, slurs or threats of any kind. No exceptions.",this is a safe space no hate speech slurs or threats of any kind no exceptions,English
1101,stranger.social,"No Pornography. Nudity is okay within limits and with NSFW tags and Content Warnings. This is not a porn site, if that is your primary content, please find another server.",no pornography nudity is okay within limits and with nsfw tags and content warnings this is not a porn site if that is your primary content please find another server,English
1102,stranger.social,No posting or reposting links to otherwise illegal content.,no posting or reposting links to otherwise illegal content,English
1103,stranger.social,No spamming the server. ,no spamming the server,English
1104,stranger.social,No posting or reposting knowingly false or misleading information.,no posting or reposting knowingly false or misleading information,English
1105,stranger.social,No scams or phishing.,no scams or phishing,English
1106,stranger.social,"No Commercial Advertising: While freelancers and small businesses are welcome to discuss their work and services, blatant commercial advertising or misrepresentation, especially using fake accounts or impersonating other companies, is strictly prohibited.",no commercial advertising while freelancers and small businesses are welcome to discuss their work and services blatant commercial advertising or misrepresentation especially using fake accounts or impersonating other companies is strictly prohibited,English
1107,loforo.com,"No discrimination, including (but not limited to) racism, sexism, homophobia or transphobia.",no discrimination including but not limited to racism sexism homophobia or transphobia,English
1108,loforo.com,No explicit (NSFW) content without content warnings and/or sensitive media markers. Explicit content must not be used in user avatars or header images.,no explicit nsfw content without content warnings andor sensitive media markers explicit content must not be used in user avatars or header images,English
1109,loforo.com,No harassment of other users on this or other servers.,no harassment of other users on this or other servers,English
1110,loforo.com,No content illegal in the following countries: United States,no content illegal in the following countries united states,English
1111,loforo.com,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
1112,loforo.com,No disinformation regarding public health issues or political/military campaigns.,no disinformation regarding public health issues or politicalmilitary campaigns,English
1113,loforo.com,"No spam. This includes commercial advertising, promotional campaigns, and SEO.",no spam this includes commercial advertising promotional campaigns and seo,English
1114,loforo.com,"No impersonation of other individuals, public figures or organisations, unless clearly marked as a parody.",no impersonation of other individuals public figures or organisations unless clearly marked as a parody,English
1124,mast.lat,"La pornografia infantil, incitación a la violencia o promoción de ideologias violentas, está prohibida.",la pornografia infantil incitación a la violencia o promoción de ideologias violentas está prohibida,non-Englsih
1125,mast.lat,"Prohibido el contenido ilegal. Cada usuario es dueño de sus comentarios y el contenido que publica. Esta instancia de Mastodon, no se responsabiliza de los comentarios de sus usuarios.",prohibido el contenido ilegal cada usuario es dueño de sus comentarios y el contenido que publica esta instancia de mastodon no se responsabiliza de los comentarios de sus usuarios,non-Englsih
1126,mast.lat,"No cuentas de SPAM, Phishing, promoción de cryptodivisas de dudosa procedencia o cualquier otra actividad que pueda ocasionar perjuicios economicos a los miembros de la comunidad.",no cuentas de spam phishing promoción de cryptodivisas de dudosa procedencia o cualquier otra actividad que pueda ocasionar perjuicios economicos a los miembros de la comunidad,non-Englsih
1127,mast.lat,"Esta instancia no acepta ningún tipo de comportamiento que atente contra la dignidad de las personas, por su raza, sexo, orientación sexual, identidad de género, situación personal o riesgo de exclusión social.",esta instancia no acepta ningún tipo de comportamiento que atente contra la dignidad de las personas por su raza sexo orientación sexual identidad de género situación personal o riesgo de exclusión social,non-Englsih
1128,mast.lat,"Por favor, evita publicar noticias falsas intencionadamente.",por favor evita publicar noticias falsas intencionadamente,non-Englsih
1129,mast.lat,"El contenido pornográfico está prohibido en todas sus modalidades, aún con CW. Podemos eliminar contenido de adultos si no respeta las normas. El contenido explícito que pueda herir la sensibilidad de los usuarios debe llevar siempre CW debe cumplir con el resto de normas.",el contenido pornográfico está prohibido en todas sus modalidades aún con cw podemos eliminar contenido de adultos si no respeta las normas el contenido explícito que pueda herir la sensibilidad de los usuarios debe llevar siempre cw debe cumplir con el resto de normas,non-Englsih
1130,mast.lat,Las cuentas fantasma que usan el crossposting entre redes sociales con fines de respaldo y no interactuan con sus seguidores están prohibidas. Nos reservamos el derecho de suspender cuentas que consideremos que abusan del mismo.,las cuentas fantasma que usan el crossposting entre redes sociales con fines de respaldo y no interactuan con sus seguidores están prohibidas nos reservamos el derecho de suspender cuentas que consideremos que abusan del mismo,non-Englsih
1131,moth.social,Be kind,be kind,non-Englsih
1132,moth.social,Most nudity NOT allowed,most nudity not allowed,English
1133,moth.social,No spam or advertising,no spam or advertising,non-Englsih
1134,moth.social,"No racism, sexism, homophobia, transphobia, xenophobia or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
1135,moth.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
1136,moth.social,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
1137,moth.social,No illegal content,no illegal content,non-Englsih
1138,moth.social,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
1139,moth.social,Content Policy: https://bit.ly/3Rvb1dv,content policy httpsbitly3rvb1dv,English
1140,me.dm,This instance is part of Medium and adheres to the same rules as listed here: https://policy.medium.com/medium-rules-30e5502c4eb4,this instance is part of medium and adheres to the same rules as listed here httpspolicymediumcommediumrules30e5502c4eb4,English
1141,me.dm,"Content Warnings are REQUIRED for adult and violent content. They are RECOMMENDED for content that may trigger people with trauma around abuse, addiction, and/or phobias.",content warnings are required for adult and violent content they are recommended for content that may trigger people with trauma around abuse addiction andor phobias,English
1142,me.dm,"For any questions or support issues, please submit a request at help.medium.com",for any questions or support issues please submit a request at helpmediumcom,English
1143,pixelfed.de.,"No harrasment, no stalking, no doxxing",no harrasment no stalking no doxxing,non-Englsih
1144,pixelfed.de.,No racism or relativization of racism.,no racism or relativization of racism,English
1145,pixelfed.de.,No sexism or relativization of sexism.,no sexism or relativization of sexism,English
1146,pixelfed.de.,No xenophobia or relativization of xenophobia.,no xenophobia or relativization of xenophobia,English
1147,pixelfed.de.,"No discriminating against gender identities or sexual orientations, or relativizing them.",no discriminating against gender identities or sexual orientations or relativizing them,English
1148,pixelfed.de.,No advertising.,no advertising,non-Englsih
1149,pixelfed.de.,No intentionally misleading content (including new/alt-right conspiracy theories or scams like cryptocurrencies).,no intentionally misleading content including newaltright conspiracy theories or scams like cryptocurrencies,English
1150,pixelfed.de.,No content that violates the laws of the Federal Republic of Germany.,no content that violates the laws of the federal republic of germany,English
1151,pravda.me,"Основным языком общения в Сообществе является русский язык. Не возбраняется публиковать сообщения на других языках, но крайне не рекомендуется отвечать на чужие сообщения на языке, отличном от языка исходного сообщения.",основным языком общения в сообществе является русский язык не возбраняется публиковать сообщения на других языках но крайне не рекомендуется отвечать на чужие сообщения на языке отличном от языка исходного сообщения,non-Englsih
1152,pravda.me,Любой зарегистрированный посетитель имеет право размещать сообщения на любые интересующие его темы.,любой зарегистрированный посетитель имеет право размещать сообщения на любые интересующие его темы,non-Englsih
1153,pravda.me,"Запрещены призывы к нарушению действующего законодательства, высказывания расистского характера, разжигание межнациональной розни и всего прочего, что попадает под действие УК РФ.",запрещены призывы к нарушению действующего законодательства высказывания расистского характера разжигание межнациональной розни и всего прочего что попадает под действие ук рф,non-Englsih
1154,pravda.me,"Попытки оправдания насильственных действий, убийств приводят к удалению пользователя из базы Сообщества.",попытки оправдания насильственных действий убийств приводят к удалению пользователя из базы сообщества,non-Englsih
1155,pravda.me,"Запрещается размещать заведомо ложную информацию, клевету.",запрещается размещать заведомо ложную информацию клевету,non-Englsih
1156,pravda.me,"Запрещается регистрация под ником, содержащим оскорбительную фразу или ненормативную лексику (в т.ч. на транслите и иных языках).",запрещается регистрация под ником содержащим оскорбительную фразу или ненормативную лексику в тч на транслите и иных языках,non-Englsih
1157,pravda.me,"Вас точно заблокируют, если Вы пришли с целью поругаться, или же с целью высказать свое отношение к участникам Сообщества.",вас точно заблокируют если вы пришли с целью поругаться или же с целью высказать свое отношение к участникам сообщества,non-Englsih
1158,pravda.me,Запрещена публикация порно (в любом виде) и ссылок на сайты с подобным контентом.,запрещена публикация порно в любом виде и ссылок на сайты с подобным контентом,non-Englsih
1159,pravda.me,"Запрещается любым образом распространять warez (варез) т.е. нелицензионное программное обеспечение (прямые ссылки на скачивание, ссылки на сайты содержащие, в свою очередь, ссылки на ресурсы распространяющие нелицензионные продукты).",запрещается любым образом распространять warez варез те нелицензионное программное обеспечение прямые ссылки на скачивание ссылки на сайты содержащие в свою очередь ссылки на ресурсы распространяющие нелицензионные продукты,non-Englsih
1160,pravda.me,"Запрещается использовать аватары оскорбительного содержания,в т.ч. с фашистской, сатанинской и т.п. символикой. Аватары, публикация которых нарушает чьи либо авторские права. Аватары-клоны (аватары, которые уже используются в Сообществе).",запрещается использовать аватары оскорбительного содержанияв тч с фашистской сатанинской и тп символикой аватары публикация которых нарушает чьи либо авторские права аватарыклоны аватары которые уже используются в сообществе,non-Englsih
1161,pravda.me,"Запрещено намеренное искажение названий, имен, наименований, равно как и регулярное донесение до сведения Сообщества своего пренебрежительного отношения к месту собственного проживания (или месту проживания кого-либо из Сообщества), а так же виду работы или отдыха.",запрещено намеренное искажение названий имен наименований равно как и регулярное донесение до сведения сообщества своего пренебрежительного отношения к месту собственного проживания или месту проживания коголибо из сообщества а так же виду работы или отдыха,non-Englsih
1162,pravda.me,"Запрещено продолжение обсуждений вопросов из сообщений, закрытых/удаленных Администрацией.",запрещено продолжение обсуждений вопросов из сообщений закрытыхудаленных администрацией,non-Englsih
1163,pravda.me,Меры по наведению порядка. За порядком следит Администрация Сообщества.,меры по наведению порядка за порядком следит администрация сообщества,non-Englsih
1164,pravda.me,"Администрация оставляет за собой право удалять сообщения и пользователей, нарушающие установленный порядок и противоречащие правилам Сообщества; блокировать доступ нарушителей к Сообществу.",администрация оставляет за собой право удалять сообщения и пользователей нарушающие установленный порядок и противоречащие правилам сообщества блокировать доступ нарушителей к сообществу,non-Englsih
1165,pravda.me,"Помните, что терпение Администрации не вечное, — к посетителям регулярно и/или преднамеренно путающим, что принято, а что не принято, будут применяться меры на усмотрение Администрации.",помните что терпение администрации не вечное к посетителям регулярно иили преднамеренно путающим что принято а что не принято будут применяться меры на усмотрение администрации,non-Englsih
