,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
1124,1222,e.fo,Víst verður annars til privatlívspolitikkin (Privacy Policy),víst verður annars til privatlívspolitikkin privacy policy,non-Englsih,víst verður annars til privatlívspolitikkin privacy policy
1125,1223,masto.yttrx.com,No hate of any kind,no hate of any kind,English,no hate of any kind
1126,1224,masto.yttrx.com,No harassment of any kind,no harassment of any kind,English,no harassment of any kind
1127,1225,masto.yttrx.com,"Use content warnings liberally, and always when discussing politics",use content warnings liberally and always when discussing politics,English,use content warnings liberally and always when discussing politics
1128,1226,masto.yttrx.com,No users under the age of 18,no users under the age of 18,English,no users under the age of 18
1129,1227,masto.yttrx.com,No posting content illegal in the USA,no posting content illegal in the usa,English,no posting content illegal in the usa
1130,1228,masto.yttrx.com,POC shouldn't feel pressured to use CW when discussing their personal experiences around discrimination,poc shouldnt feel pressured to use cw when discussing their personal experiences around discrimination,English,poc shouldnt feel pressured to use cw when discussing their personal experiences around discrimination
1131,1229,masto.yttrx.com,"People, not companies. Please don't sign up your brand/corporate account on this server.",people not companies please dont sign up your brandcorporate account on this server,English,people not companies please dont sign up your brandcorporate account on this server
1132,1230,norcal.social,Be nice and have fun! Use content warnings (CW) and #hashtags liberally.,be nice and have fun use content warnings cw and hashtags liberally,English,be nice and have fun use content warnings cw and hashtags liberally
1133,1231,norcal.social,"No hate speech. Do not use pejorative or discriminatory language with reference to a person or a group on the basis of who they are, in other words, based on their religion, ethnicity, nationality, race, colour, descent, gender, sexual orientation or other identity factor.",no hate speech do not use pejorative or discriminatory language with reference to a person or a group on the basis of who they are in other words based on their religion ethnicity nationality race colour descent gender sexual orientation or other identity factor,English,no hate speech do not use pejorative or discriminatory language with reference to a person or a group on the basis of who they are in other words based on their religion ethnicity nationality race colour descent gender sexual orientation or other identity factor
1134,1232,norcal.social,"Criticize ideas, not people. Do not ""shitpost"" or post in bad faith, engage in name calling, or ad hominem attacks.",criticize ideas not people do not shitpost or post in bad faith engage in name calling or ad hominem attacks,English,criticize ideas not people do not shitpost or post in bad faith engage in name calling or ad hominem attacks
1135,1233,norcal.social,"Do not harass anyone, or post other people’s personally identifying information (""doxing"").",do not harass anyone or post other peoples personally identifying information doxing,English,do not harass anyone or post other peoples personally identifying information doxing
1136,1234,norcal.social,"Do not post illegal, illicit, or unlicensed content.",do not post illegal illicit or unlicensed content,non-Englsih,do not post illegal illicit or unlicensed content
1137,1235,mastodon.free-solutions.org,"Themes & discussions @free-solutions.org
-Les logiciels LIBRES, la souveraineté numérique...
-La technologie webRTC & communications realtime chat, audio, vidéo
-Sujets Suisses
-Ecologie & notre planète",themes discussions freesolutionsorg les logiciels libres la souveraineté numérique la technologie webrtc communications realtime chat audio vidéo sujets suisses ecologie notre planète,non-Englsih,Themes discussions Freesolutionsorg Free software Digital sovereignty Webrtc Communications Realtime Chat Audio Video Suits Ecology our planet
1138,1236,mastodon.free-solutions.org,"Bienvenus en Helvétie,
La devise du pays c'est ""Un pour tous, tous pour un""
Ici vous êtes responsables dans cette communauté vis à vis du collectif de signaler tout comportement incorrect ou abusif d'un utilisateur.",bienvenus en helvétie la devise du pays cest un pour tous tous pour un ici vous êtes responsables dans cette communauté vis à vis du collectif de signaler tout comportement incorrect ou abusif dun utilisateur,non-Englsih,Welcome to Helvetia The country's motto is one for everyone for one here you are responsible in this community towards the collective to report any incorrect or abusive behavior of a user
1139,1237,mastodon.free-solutions.org,"Aucun comportement ni contenu illégal en Suisse. MERCI !
Tout ce qui est interdit comme comportement et publications sur les autres grands réseaux sociaux l'est ici aussi.",aucun comportement ni contenu illégal en suisse merci tout ce qui est interdit comme comportement et publications sur les autres grands réseaux sociaux lest ici aussi,non-Englsih,No behavior or illegal content in Switzerland Thank you everything that is prohibited as behavior and publications on other major social networks that are also
1140,1238,mastodon.free-solutions.org,"Compromis, bienveillance, dialogue et travail collaboratif dans le respect des croyances et opinions de chacun. Chaque voix compte et peut s'exprimer librement dans le respect et la cordialité. ",compromis bienveillance dialogue et travail collaboratif dans le respect des croyances et opinions de chacun chaque voix compte et peut sexprimer librement dans le respect et la cordialité,non-Englsih,Compromising benevolence dialogue and collaborative work in respecting the beliefs and opinions of each each voice counts and can sexprint freely in respect and cordiality
1141,1239,mastodon.free-solutions.org,"Toute personne violente, agressive, raciste et qui ne respecte pas l'harmonie de la communauté sera immédiatement sanctionné. Après un avertissement cordial, la suppression immédiate du compte sera la règle.",toute personne violente agressive raciste et qui ne respecte pas lharmonie de la communauté sera immédiatement sanctionné après un avertissement cordial la suppression immédiate du compte sera la règle,non-Englsih,Any violent racist aggressive person who does not respect the community of the community will be immediately sanctioned after a cordial warning the immediate deletion of the account will be the rule
1142,1240,mastodon.free-solutions.org,Ce service est mis à disposition gracieusement par Free-Solutions Sàrl Il nous sert à tester des solutions que nous proposons à nos clients. Votre utilisation permet aussi de corriger des bugs dans le code source des projets Libres comme igniterealtime.org,ce service est mis à disposition gracieusement par freesolutions sàrl il nous sert à tester des solutions que nous proposons à nos clients votre utilisation permet aussi de corriger des bugs dans le code source des projets libres comme igniterealtimeorg,non-Englsih,This service is made available free of charge by Freesolutions Sàrl It is used to test solutions that we offer to our customers your use also makes it possible to correct bugs in the source code of free projects like igniterealtimeorg
1143,1241,mastodon.free-solutions.org,Free-Solutions OS - Sont les bienvenus et prioritaires tous les utilisateurs de Free-Solutions OS,freesolutions os sont les bienvenus et prioritaires tous les utilisateurs de freesolutions os,non-Englsih,Freeolutions OS are welcome and priority all users of os freeolutions
1144,1242,heads.social,No advertising or excessive promotion,no advertising or excessive promotion,English,no advertising or excessive promotion
1145,1243,heads.social,"No bots, unless they're cute, funny, or useful. Bots should avoid posting to the public timeline.",no bots unless theyre cute funny or useful bots should avoid posting to the public timeline,English,no bots unless theyre cute funny or useful bots should avoid posting to the public timeline
1146,1244,heads.social,"No pornography, nudity, or something that would be considered ""NSFW"" in a U.S. workplace, even behind a NSFW warning.",no pornography nudity or something that would be considered nsfw in a us workplace even behind a nsfw warning,English,no pornography nudity or something that would be considered nsfw in a us workplace even behind a nsfw warning
1147,1245,heads.social,No gore or graphic violence,no gore or graphic violence,English,no gore or graphic violence
1148,1246,heads.social,Content that is borderline NSFW or could be construed as NSFW at a glance should be put behind a CW (Content Warning),content that is borderline nsfw or could be construed as nsfw at a glance should be put behind a cw content warning,English,content that is borderline nsfw or could be construed as nsfw at a glance should be put behind a cw content warning
1149,1247,heads.social,No racism,no racism,non-Englsih,no racism
1150,1248,heads.social,No sexism,no sexism,non-Englsih,no sexism
1151,1249,heads.social,"No discrimination based on gender, sexual minority, sexual orientation, disability, physical appearance, body size, race, ethnicity, religion (or lack thereof), caste, or national origin",no discrimination based on gender sexual minority sexual orientation disability physical appearance body size race ethnicity religion or lack thereof caste or national origin,English,no discrimination based on gender sexual minority sexual orientation disability physical appearance body size race ethnicity religion or lack thereof caste or national origin
1152,1250,heads.social,No xenophobia or violent nationalism,no xenophobia or violent nationalism,non-Englsih,no xenophobia or violent nationalism
1153,1251,heads.social,No sexual depictions of children,no sexual depictions of children,English,no sexual depictions of children
1154,1252,heads.social,"No holocaust denialism, Nazi symbolism, promotion of National Socialism, or anything that is illegal in the European Union",no holocaust denialism nazi symbolism promotion of national socialism or anything that is illegal in the european union,English,no holocaust denialism nazi symbolism promotion of national socialism or anything that is illegal in the european union
1155,1253,heads.social,No stalking or harassment,no stalking or harassment,non-Englsih,no stalking or harassment
1156,1254,heads.social,"No fake accounts, even celebrity joke accounts. Note this rule does not necessarily apply to remote accounts.",no fake accounts even celebrity joke accounts note this rule does not necessarily apply to remote accounts,English,no fake accounts even celebrity joke accounts note this rule does not necessarily apply to remote accounts
1157,1255,heads.social,You must be 13 or older to hold an account on this service,you must be 13 or older to hold an account on this service,English,you must be 13 or older to hold an account on this service
1158,1256,bitbang.social,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting
1159,1257,bitbang.social,"No hate, racism, sexism, homophobia, transphobia, xenophobia, or casteism",no hate racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no hate racism sexism homophobia transphobia xenophobia or casteism
1160,1258,bitbang.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
1161,1259,bitbang.social,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
1162,1260,bitbang.social,No content illegal in the United States,no content illegal in the united states,English,no content illegal in the united states
1163,1261,bitbang.social,Do not share false or misleading information that may lead to physical harm,do not share false or misleading information that may lead to physical harm,English,do not share false or misleading information that may lead to physical harm
1164,1262,mastodon.li,不要發布討厭的小廣告,不要發布討厭的小廣告,non-Englsih,Don't publish a nasty advertisement
1165,1263,mastodon.li,但為保護您的隱私，您可以考慮使用VPN登錄，並避免使用可能暴露您隱私的郵箱，如QQ郵箱，或以手機號註冊的郵箱（139、189等郵箱平台）等；,但為保護您的隱私您可以考慮使用vpn登錄並避免使用可能暴露您隱私的郵箱如qq郵箱或以手機號註冊的郵箱139189等郵箱平台等,non-Englsih,"But in order to protect your privacy, you can consider using VPN to log in and avoid the use of mailboxes that may expose your privacy, such as QQ mailbox or mailbox 139189 registered with a mobile phone number."
1166,1264,mastodon.li,註冊後2周內請至少使用一次您的帳號，發表內容或更換頭像均可。,註冊後2周內請至少使用一次您的帳號發表內容或更換頭像均可,non-Englsih,Please use your account to publish the content or replace the avatar within 2 weeks after registering
1167,1265,mastodon.li,帳號註冊成功以後儘量開啟雙重認證，確保帳戶不會被盜或者找回。,帳號註冊成功以後儘量開啟雙重認證確保帳戶不會被盜或者找回,non-Englsih,"After the account registration is successful, try to open dual certification to ensure that the account will not be stolen or retrieved"
1168,1266,mastodon.li,和推特、微博一樣，Mastodon的私信並未加密，管理員可以通過伺服器調取信息。本站管理員承諾未經允許不主動調閱任何用戶的私信，但請以和微博、推特私信一樣的謹慎處理Mastodon私信，不要在其中暴露您的敏感信息，如詳細地址、銀行卡帳號、密碼等。,和推特微博一樣mastodon的私信並未加密管理員可以通過伺服器調取信息本站管理員承諾未經允許不主動調閱任何用戶的私信但請以和微博推特私信一樣的謹慎處理mastodon私信不要在其中暴露您的敏感信息如詳細地址銀行卡帳號密碼等,non-Englsih,"Like Twitter Weibo, Mastodon's private message does not encrypt the administrator through the server to retrieve the information of this site. The administrator of this site promises that it is not allowed to read any user's private messages without being allowed. MASTODON private message, do not expose your sensitive information, such as detailed address bank card account passwords, etc."
1169,1267,wobbl.xyz,"[General] Stay legal. Respect international laws, including the laws of the United States (where this server is hosted) and the laws of your own country.",general stay legal respect international laws including the laws of the united states where this server is hosted and the laws of your own country,English,general stay legal respect international laws including the laws of the united states where this server is hosted and the laws of your own country
1170,1268,wobbl.xyz,"[General] You have 48 hours to comply with or respond to a request from Wobbl.xyz staff before you run the risk of moderation action (post deletion, account strike, etc.).",general you have 48 hours to comply with or respond to a request from wobblxyz staff before you run the risk of moderation action post deletion account strike etc,English,general you have 48 hours to comply with or respond to a request from wobblxyz staff before you run the risk of moderation action post deletion account strike etc
1171,1269,wobbl.xyz,"[Behavior] Be respectful. Personal attacks, dogpiling, harassment, hate speech, racism, transphobia, etc. are prohibited. Do not post misinformation.",behavior be respectful personal attacks dogpiling harassment hate speech racism transphobia etc are prohibited do not post misinformation,English,behavior be respectful personal attacks dogpiling harassment hate speech racism transphobia etc are prohibited do not post misinformation
1172,1270,wobbl.xyz,[Behavior] No screenshot dunking or unsubstantiated callouts. Do not post screenshots of other posts just to add negative commentary. Callout posts must include proof of their claims.,behavior no screenshot dunking or unsubstantiated callouts do not post screenshots of other posts just to add negative commentary callout posts must include proof of their claims,English,behavior no screenshot dunking or unsubstantiated callouts do not post screenshots of other posts just to add negative commentary callout posts must include proof of their claims
1173,1271,wobbl.xyz,[Account] You must be 18 years of age or older to create an account on this server.,account you must be 18 years of age or older to create an account on this server,English,account you must be 18 years of age or older to create an account on this server
1174,1272,wobbl.xyz,[Account] Ban evasion is prohibited. You may not create another account on this instance if your previous account was suspended.,account ban evasion is prohibited you may not create another account on this instance if your previous account was suspended,English,account ban evasion is prohibited you may not create another account on this instance if your previous account was suspended
1175,1273,wobbl.xyz,[Account] Bot accounts are permitted within sane reason. They must be clearly marked as bots in the profile description.,account bot accounts are permitted within sane reason they must be clearly marked as bots in the profile description,English,account bot accounts are permitted within sane reason they must be clearly marked as bots in the profile description
1176,1274,wobbl.xyz,[Account] Neither avatars nor headers may contain anything that would require a strong content warning (i.e. NSFW).,account neither avatars nor headers may contain anything that would require a strong content warning ie nsfw,English,account neither avatars nor headers may contain anything that would require a strong content warning ie nsfw
1177,1275,wobbl.xyz,"[Content] Regarding Content Warnings, we require CWs on public (non-follower only/mentioned only) posts that are clearly adult content. For other content, please use CWs as per the Content Warnings section of the About page.",content regarding content warnings we require cws on public nonfollower onlymentioned only posts that are clearly adult content for other content please use cws as per the content warnings section of the about page,English,content regarding content warnings we require cws on public nonfollower onlymentioned only posts that are clearly adult content for other content please use cws as per the content warnings section of the about page
1178,1276,wobbl.xyz,"[Content] No posting fully/primarily AI generated art. Using AI as a tool for your own art creation is allowed, however your own work should be transformative.",content no posting fullyprimarily ai generated art using ai as a tool for your own art creation is allowed however your own work should be transformative,English,content no posting fullyprimarily ai generated art using ai as a tool for your own art creation is allowed however your own work should be transformative
1179,1277,wobbl.xyz,[Content] Adult content depicting characters who are or blatantly appear to be under 18 is strictly prohibited.,content adult content depicting characters who are or blatantly appear to be under 18 is strictly prohibited,English,content adult content depicting characters who are or blatantly appear to be under 18 is strictly prohibited
1180,1278,wobbl.xyz,[Content] Adult content depicting non-sapient animals is strictly prohibited. Quadrupedal characters are allowed but they must be sentient.,content adult content depicting nonsapient animals is strictly prohibited quadrupedal characters are allowed but they must be sentient,English,content adult content depicting nonsapient animals is strictly prohibited quadrupedal characters are allowed but they must be sentient
1181,1279,wobbl.xyz,"[Content] When posting art that you did not create, credit the artist in the body of your post.",content when posting art that you did not create credit the artist in the body of your post,English,content when posting art that you did not create credit the artist in the body of your post
1182,1280,masto.bike,"Les propos ou idées racistes, xénophobes, islamophobes, antisémites, misogynes, sexistes, homophobes, transphobes ne sont pas les bienvenus. Comme tous les propos *-phobes ou *-istes en général.
",les propos ou idées racistes xénophobes islamophobes antisémites misogynes sexistes homophobes transphobes ne sont pas les bienvenus comme tous les propos phobes ou istes en général,non-Englsih,The racist words or xenophobic idelamophobic ideas anti -Semitic Misogynous sexist homophobic transphobes are not welcome like all phobes or istes in general
1183,1281,masto.bike,"Utilisez un « content warning » quand vous relatez accidents, incivilités, réactions choquantes ou dangereuses.",utilisez un content warning quand vous relatez accidents incivilités réactions choquantes ou dangereuses,non-Englsih,Use a happy warning when you report incivility accidents shocking or dangerous reactions
1184,1282,masto.bike,"Le spam n'est pas autorisé ni bienvenu, pareil pour le mansplaining.",le spam nest pas autorisé ni bienvenu pareil pour le mansplaining,non-Englsih,Spam is not allowed or welcome the same for mansplaining
1185,1283,masto.bike,Les comptes associatifs sont chaleureusement bienvenus. Les inscriptions sont interdites aux sociétés commerciales ou organismes à but lucratif.,les comptes associatifs sont chaleureusement bienvenus les inscriptions sont interdites aux sociétés commerciales ou organismes à but lucratif,non-Englsih,Associative accounts are warmly welcome. Registrations are prohibited for commercial companies or for -profit organizations
1186,1284,social.kyiv.dcomm.net.ua,"Ласкаво просимо до українських локальних серверів Mastodon як частини https://dcomm.net.ua/
",ласкаво просимо до українських локальних серверів mastodon як частини httpsdcommnetua,non-Englsih,Welcome to Ukrainian local servers Mastodon as part of httpsdcommnetua
1187,1285,social.kyiv.dcomm.net.ua,"Ми є прихильниками вільних дискусій, свободи слова, прав людини та взаємоповаги.",ми є прихильниками вільних дискусій свободи слова прав людини та взаємоповаги,non-Englsih,We are supporters of free discussions of freedom of human rights and mutual respect
1188,1286,social.kyiv.dcomm.net.ua,Адміни залишають за собою право блокувати користувачів з країни-агресора;,адміни залишають за собою право блокувати користувачів з країниагресора,non-Englsih,Admins leave the right to block users from the aggressor country
1189,1287,social.kyiv.dcomm.net.ua,Спілкування українською та англійською мовами вітається й заохочується;,спілкування українською та англійською мовами вітається й заохочується,non-Englsih,Communication in Ukrainian and English is welcome and encouraged
1190,1288,social.kyiv.dcomm.net.ua,"Не допускається заперечення російської агресії проти України, воєнних злочинів росії, тимчасової окупації Криму, Донецької, Луганської та інших областей України; ",не допускається заперечення російської агресії проти україни воєнних злочинів росії тимчасової окупації криму донецької луганської та інших областей україни,non-Englsih,The Russian aggression against Ukraine is not allowed to be denied by Russia's Military Crimes of Temporary Occupation of Crimea of ​​Donetsk Lugansk and other regions of Ukraine
1191,1289,social.kyiv.dcomm.net.ua,Не допускаються погрози та мова ненависті на адресу інших користувачів;,не допускаються погрози та мова ненависті на адресу інших користувачів,non-Englsih,There are no threats and hatred language to other users
1192,1290,social.kyiv.dcomm.net.ua,Поширення російської дезінформації та кремлівських наративів є підставою для блокування.,поширення російської дезінформації та кремлівських наративів є підставою для блокування,non-Englsih,The spread of Russian misinformation and Kremlin narratives is the basis for locking
1193,1291,social.kyiv.dcomm.net.ua,"Якщо ви помітили порушення правил цього сервера – будь ласка, повідомте про це адміністратора або ж пишіть на: mastodon@equalitie.org ",якщо ви помітили порушення правил цього сервера будь ласка повідомте про це адміністратора або ж пишіть на mastodonequalitieorg,non-Englsih,If you notice the violation of the rules of this server please report it administrator or write on Mastodonequalitieorg
1194,1292,seocommunity.social,Be nice to others.,be nice to others,English,be nice to others
1195,1293,seocommunity.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
1196,1294,seocommunity.social,"No incitement of violence or promotion of violent ideologies
",no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
1197,1295,seocommunity.social,"No harassment, dogpiling or doxxing of other users
",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
1198,1296,seocommunity.social,No content illegal in the United States or France,no content illegal in the united states or france,English,no content illegal in the united states or france
1199,1297,seocommunity.social,"Do not share intentionally false or misleading information
",do not share intentionally false or misleading information,English,do not share intentionally false or misleading information
1200,1298,seocommunity.social,This server is run on a beta platform.  Use this service at your own risk.,this server is run on a beta platform use this service at your own risk,English,this server is run on a beta platform use this service at your own risk
1201,1299,seocommunity.social,No spamming or posting for links.,no spamming or posting for links,non-Englsih,no spamming or posting for links
1202,1300,h-net.social,"Be courteous, respectful, and understanding in interactions with fellow users.",be courteous respectful and understanding in interactions with fellow users,English,be courteous respectful and understanding in interactions with fellow users
1203,1301,h-net.social,"No racism, sexism, ableism, religious-based hate, homophobia, transphobia, xenophobia, or classism.",no racism sexism ableism religiousbased hate homophobia transphobia xenophobia or classism,English,no racism sexism ableism religiousbased hate homophobia transphobia xenophobia or classism
1204,1302,h-net.social,No incitement of violence or promotion of violent or white supremecist ideologies.,no incitement of violence or promotion of violent or white supremecist ideologies,English,no incitement of violence or promotion of violent or white supremecist ideologies
1205,1303,h-net.social,"No harassment, intimidation, or other abuse of other users.",no harassment intimidation or other abuse of other users,English,no harassment intimidation or other abuse of other users
1206,1304,h-net.social,No spam.,no spam,non-Englsih,no spam
1207,1305,h-net.social,"No intentionally false or misleading information, including unfounded or disproved conspiracy theories.",no intentionally false or misleading information including unfounded or disproved conspiracy theories,English,no intentionally false or misleading information including unfounded or disproved conspiracy theories
1208,1306,h-net.social,No libelous or slanderous posts about users and nonusers.,no libelous or slanderous posts about users and nonusers,English,no libelous or slanderous posts about users and nonusers
1209,1307,h-net.social,"H-Net reserves the right to suspend, block, or remove accounts that do not abide by our rules of engagement, including harassment of other users.",hnet reserves the right to suspend block or remove accounts that do not abide by our rules of engagement including harassment of other users,English,hnet reserves the right to suspend block or remove accounts that do not abide by our rules of engagement including harassment of other users
1210,1308,h-net.social,"H-Net Network Accounts - If you are joining the instance on behalf of an H-Net network, your account name must follow the naming format “@H_NETWORKNAME@h-net.social”",hnet network accounts if you are joining the instance on behalf of an hnet network your account name must follow the naming format h_networknamehnetsocial,English,hnet network accounts if you are joining the instance on behalf of an hnet network your account name must follow the naming format h_networknamehnetsocial
1211,1309,social.yesterweb.org,Rule is not a list,rule is not a list,English,rule is not a list
1212,1310,mountains.social,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting
1213,1311,mountains.social,No spam or advertising.,no spam or advertising,non-Englsih,no spam or advertising
1214,1312,mountains.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
1215,1313,mountains.social,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
1216,1314,mountains.social,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
1217,1315,mountains.social,No illegal content.,no illegal content,non-Englsih,no illegal content
1218,1316,mountains.social,"Only languages that can be translated by the Deepl Translation integration are allowed (so everybody can read the posts). The supported languages are listed here: 

https://support.deepl.com/hc/en-us/articles/360019925219-Languages-included-in-DeepL-Pro",only languages that can be translated by the deepl translation integration are allowed so everybody can read the posts the supported languages are listed here httpssupportdeeplcomhcenusarticles360019925219languagesincludedindeeplpro,English,only languages that can be translated by the deepl translation integration are allowed so everybody can read the posts the supported languages are listed here httpssupportdeeplcomhcenusarticles360019925219languagesincludedindeeplpro
1219,1317,mountains.social,Don't be a dick. Speaks for itself.,dont be a dick speaks for itself,English,dont be a dick speaks for itself
1220,1318,retirenow.top,本站的其他使用条款沿用小卖部（moresci.sale）站点规则，具体条例以管理员解释为准。,本站的其他使用条款沿用小卖部morescisale站点规则具体条例以管理员解释为准,non-Englsih,Other clauses at this site follow the specific regulations of the MoreScisale site rules of the small sales department.
1221,1319,pixelfed.nz,"No racism, sexism, homophobia or transphobia",no racism sexism homophobia or transphobia,non-Englsih,no racism sexism homophobia or transphobia
1222,1320,pixelfed.nz,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
1223,1321,pixelfed.nz,No harassment or doxxing other users,no harassment or doxxing other users,English,no harassment or doxxing other users
1224,1322,pixelfed.nz,Be kind to each other,be kind to each other,English,be kind to each other
1225,1323,pixelfed.nz,"Personal accounts only; No bots, Business, Commercial or Organisation accounts.",personal accounts only no bots business commercial or organisation accounts,English,personal accounts only no bots business commercial or organisation accounts
1226,1324,pixelfed.nz,Content hosted from pixelfed.nz (Any text/media) may not be reused without express permission,content hosted from pixelfednz any textmedia may not be reused without express permission,English,content hosted from pixelfednz any textmedia may not be reused without express permission
1227,1325,pixelfed.nz,No NSFW Content,no nsfw content,non-Englsih,no nsfw content
1228,1326,pixelfed.nz,Must have some link to New Zealand. This is to try keep our Local timeline local #MadeInNZ.,must have some link to new zealand this is to try keep our local timeline local madeinnz,English,must have some link to new zealand this is to try keep our local timeline local madeinnz
1229,1327,pixelfed.au,No advertising.,no advertising,non-Englsih,no advertising
1230,1328,pixelfed.au,"No racism, sexism, homophobia or transphobia.",no racism sexism homophobia or transphobia,non-Englsih,no racism sexism homophobia or transphobia
1231,1329,pixelfed.au,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
1232,1330,pixelfed.au,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting
1233,1331,spacey.space,"Debate the idea, not the person",debate the idea not the person,English,debate the idea not the person
1234,1332,spacey.space,Treat others as you wish to be treated,treat others as you wish to be treated,English,treat others as you wish to be treated
1235,1333,spacey.space,Love life,love life,non-Englsih,love life
1236,1334,merovingian.club,No Lolicon or Shotacon stuff (go be a pedophile somewhere else),no lolicon or shotacon stuff go be a pedophile somewhere else,English,no lolicon or shotacon stuff go be a pedophile somewhere else
1237,1335,merovingian.club,No furries (go yiff somewhere else),no furries go yiff somewhere else,English,no furries go yiff somewhere else
1238,1336,mastodon-swiss.org,"Kein Rassismus, Sexismus, Homophobie, Transphobie, Fremdenfeindlichkeit oder Kastenwesen",kein rassismus sexismus homophobie transphobie fremdenfeindlichkeit oder kastenwesen,non-Englsih,No racism sexism homophobia transthobia xenophobia or boxes
1239,1337,mastodon-swiss.org,Keine Anstiftung zu Gewalt oder Förderung gewalttätiger Ideologien,keine anstiftung zu gewalt oder förderung gewalttätiger ideologien,non-Englsih,No incitement to violence or promotion of violent ideologies
1240,1338,mastodon-swiss.org,Keine Belästigung oder Beleidigung anderer Benutzer,keine belästigung oder beleidigung anderer benutzer,non-Englsih,No harassment or insult to other users
1241,1339,mastodon-swiss.org,Geben Sie keine absichtlich falschen oder irreführenden Informationen weiter,geben sie keine absichtlich falschen oder irreführenden informationen weiter,non-Englsih,Do not pass on the wrong or misleading information
1242,1340,mastodon-swiss.org,Kein Inhalt der in der Schweiz illegal ist,kein inhalt der in der schweiz illegal ist,non-Englsih,No content that is illegal in Switzerland
1243,1341,mastodon-swiss.org,Sexuell explizite oder gewalttätige Medien müssen beim Posten als sensibel gekennzeichnet werden,sexuell explizite oder gewalttätige medien müssen beim posten als sensibel gekennzeichnet werden,non-Englsih,Sexually explicit or violent media must be marked as sensitive when posting
1244,1342,jasette.facil.services,Soyez courtois et polis,soyez courtois et polis,non-Englsih,Be courteous and polished
1245,1343,jasette.facil.services,"Sont prohibés tous les propos à caractère calomnieux, outrancier, outrageux, diffamatoire, ordurier, injurieux, violent, raciste ou pornographique, incitant à la violence ou la discrimination ;",sont prohibés tous les propos à caractère calomnieux outrancier outrageux diffamatoire ordurier injurieux violent raciste ou pornographique incitant à la violence ou la discrimination,non-Englsih,All the outrageous outrageous outrageous slanderous comments are prohibited.
1246,1344,jasette.facil.services,"Sont prohibés tous les propos appelant à commettre un crime ou un délit, faisant la propagande d'actes malveillants ;",sont prohibés tous les propos appelant à commettre un crime ou un délit faisant la propagande dactes malveillants,non-Englsih,are prohibited all words calling for a crime or an offense making malicious propaganda
1247,1345,jasette.facil.services,"Sont prohibés tous les propos portant atteinte à l'ordre public, à l'intégrité de la personne, au droit d'auteur, au droit à l’image et au respect de la vie privée ;",sont prohibés tous les propos portant atteinte à lordre public à lintégrité de la personne au droit dauteur au droit à limage et au respect de la vie privée,non-Englsih,All remarks involved in public order with the right to the right to the right to file and respect for private life are prohibited.
1248,1346,jasette.facil.services,"Sont prohibés tous les propos portant atteinte au respect de la personne humaine et de sa dignité, de l'égalité entre les femmes et les hommes, de la protection des enfants et des adolescents.",sont prohibés tous les propos portant atteinte au respect de la personne humaine et de sa dignité de légalité entre les femmes et les hommes de la protection des enfants et des adolescents,non-Englsih,are prohibited all words affecting respect for the human person and their dignity of legality between women and men of the protection of children and adolescents
1249,1347,jasette.facil.services,Il est interdit de publier des liens hypertextes pointant sur des sites non conformes à la législation en vigueur ;,il est interdit de publier des liens hypertextes pointant sur des sites non conformes à la législation en vigueur,non-Englsih,It is prohibited to publish hypertext links pointing to sites not in accordance with the legislation in force
1250,1348,jasette.facil.services,Il est interdit de publier des contributions non sollicitées à caractère publicitaire (spam) ;,il est interdit de publier des contributions non sollicitées à caractère publicitaire spam,non-Englsih,It is prohibited to publish unlined contributions of a spam advertising
